N,URBANSIMX,URBANSIMY
245,1504573.89752000000,7602713.89344000000
246,1501459.30021000000,7599050.18753000000
247,1507174.65773000000,7601290.88998000000
248,1509189.79061000000,7601886.21111000000
249,1509452.48896000000,7601052.10812000000
250,1506894.94284000000,7598714.16606000000
251,1509559.30767000000,7599410.69267000000
252,1512196.90800000000,7601116.84286000000
253,1511559.83843000000,7598027.67778000000
254,1514431.61599000000,7599475.01648000000
255,1515663.38056000000,7600102.38992000000
256,1516087.20258000000,7597755.89739000000
257,1497495.23542000000,7591642.50144000000
258,1498599.88561000000,7598174.58365000000
259,1501651.07968000000,7592782.53359000000
260,1500007.27543000000,7590106.46579000000
261,1502510.69438000000,7597265.00258000000
262,1504582.32241000000,7596853.24328000000
263,1508516.19335000000,7596938.99501000000
264,1506245.19932000000,7594906.97593000000
265,1508083.11709000000,7595023.30966000000
266,1510397.82338000000,7595173.85383000000
267,1507932.09451000000,7591442.21242000000
268,1510524.84287000000,7593009.75528000000
269,1512586.04488000000,7593653.74705000000
270,1514247.42425000000,7590128.32254000000
271,1518689.28981000000,7588131.69997000000
272,1519063.93049000000,7584967.59611000000
273,1515498.35370000000,7595359.15526000000
274,1518088.29975000000,7592229.45660000000
275,1520766.29858000000,7595267.27696000000
276,1521206.27609000000,7590918.82223000000
277,1524446.79254000000,7589195.12893000000
278,1527618.80916000000,7586329.81485000000
279,1492611.29364000000,7661274.77424000000
280,1495162.30769000000,7662510.58897000000
281,1522417.64841000000,7649737.93299000000
282,1525381.01773000000,7620031.51163000000
283,1532130.90218000000,7584616.67873000000
284,1464078.39425000000,7586628.63794000000
285,1467475.51826000000,7579109.15745000000
286,1472017.57919000000,7575279.75729000000
287,1475162.26200000000,7568673.81440000000
288,1471438.81919000000,7587006.69915000000
289,1477455.42669000000,7585951.85824000000
290,1471044.59200000000,7582392.55733000000
291,1477061.63422000000,7581934.12958000000
292,1482804.93586000000,7588045.74505000000
293,1482390.94624000000,7585895.47045000000
294,1482327.96638000000,7583016.86428000000
295,1482375.42172000000,7580768.23288000000
296,1488857.05902000000,7588191.17870000000
297,1487292.84577000000,7585750.82025000000
298,1487225.49333000000,7583383.78656000000
299,1487305.46706000000,7580386.24735000000
300,1491381.85850000000,7586489.97775000000
301,1494162.17595000000,7588001.51418000000
302,1494155.28201000000,7585781.31975000000
303,1491565.41677000000,7582330.08098000000
304,1494153.65304000000,7583189.91221000000
305,1494074.18792000000,7580490.32174000000
306,1491963.55437000000,7577925.84167000000
307,1494471.98728000000,7577758.07144000000
308,1492548.69541000000,7574978.03307000000
309,1477235.40064000000,7578050.74856000000
310,1482189.11125000000,7577911.52999000000
311,1477674.68278000000,7573861.06230000000
312,1482159.11690000000,7573805.31752000000
313,1482209.04865000000,7568581.90036000000
314,1487198.66198000000,7578132.89600000000
315,1487365.92662000000,7575220.34654000000
316,1487291.64937000000,7572546.65409000000
317,1487292.23410000000,7568518.98401000000
318,1493649.60351000000,7569327.19277000000
319,1496822.98705000000,7576386.83169000000
320,1496573.29837000000,7572630.97633000000
321,1498914.33127000000,7572705.29886000000
322,1498673.27224000000,7569397.29713000000
323,1501105.41094000000,7569502.34452000000
324,1496436.86689000000,7585922.31336000000
325,1497152.63601000000,7581367.37849000000
326,1498213.57895000000,7577173.07397000000
327,1498947.50468000000,7580810.45333000000
328,1506626.90633000000,7580747.88497000000
329,1503106.93098000000,7572573.33954000000
330,1506989.84095000000,7574730.27360000000
331,1512037.99722000000,7585144.62003000000
332,1520418.71375000000,7581047.63464000000
333,1516939.20712000000,7574078.58915000000
334,1520424.40232000000,7574748.47683000000
335,1525682.81959000000,7581178.60255000000
336,1528501.84521000000,7581389.61615000000
337,1523702.01579000000,7578859.76301000000
338,1525661.34742000000,7574764.61879000000
339,1528825.57636000000,7576945.04658000000
340,1477256.28276000000,7563413.75269000000
341,1480795.97072000000,7557674.20958000000
342,1483215.15758000000,7564538.07275000000
343,1487339.41945000000,7564657.92573000000
344,1487247.61943000000,7562152.28511000000
345,1488627.81235000000,7559441.44720000000
346,1492599.30439000000,7564443.41052000000
347,1497903.01165000000,7564698.14919000000
348,1492712.34840000000,7561864.68849000000
349,1497812.66561000000,7562062.58327000000
350,1492383.89220000000,7559463.88588000000
351,1498093.12466000000,7559547.89881000000
352,1492496.07227000000,7556699.41385000000
353,1498568.31599000000,7556954.20901000000
354,1502723.31855000000,7563416.03005000000
355,1505010.14247000000,7564351.75404000000
356,1492355.22660000000,7551856.04310000000
357,1498498.58480000000,7553897.81759000000
358,1503129.39558000000,7556803.70241000000
359,1503277.39371000000,7551829.03401000000
360,1507050.60268000000,7552394.46778000000
361,1507276.16032000000,7557217.75166000000
362,1508717.09857000000,7558286.35814000000
363,1508768.87101000000,7554009.01487000000
364,1511944.49734000000,7552669.98734000000
365,1506259.52836000000,7545791.30303000000
366,1509710.43826000000,7549401.57519000000
367,1513973.65183000000,7548916.26557000000
368,1511858.98290000000,7545542.12254000000
369,1515245.60486000000,7545020.25795000000
370,1511657.28254000000,7540716.60231000000
371,1514569.63055000000,7538453.12706000000
372,1517967.60322000000,7537635.24691000000
373,1504979.33376000000,7570254.40766000000
374,1508376.41090000000,7568893.05203000000
375,1505154.78273000000,7567752.30037000000
376,1508308.14498000000,7563629.99445000000
377,1511992.16282000000,7568371.96248000000
378,1516111.78458000000,7568424.86075000000
379,1511638.04984000000,7563484.80676000000
380,1514953.33491000000,7563821.87733000000
381,1520723.96636000000,7568725.82498000000
382,1524623.12231000000,7567807.55598000000
383,1522806.58079000000,7564644.25246000000
384,1520206.75776000000,7562640.95516000000
385,1528670.96964000000,7565477.56089000000
386,1528710.92648000000,7557491.88045000000
387,1511344.32780000000,7559281.82677000000
388,1513259.94156000000,7557508.32954000000
389,1513766.67916000000,7554460.71368000000
390,1515387.20622000000,7557861.30882000000
391,1519807.62993000000,7558529.03336000000
392,1515987.54210000000,7553211.26857000000
393,1523217.05396000000,7555051.21831000000
394,1517852.33320000000,7549340.47201000000
395,1522895.96098000000,7551657.18840000000
396,1524759.10544000000,7549028.19997000000
397,1517920.32394000000,7545348.19558000000
398,1521531.19369000000,7545770.78300000000
399,1525609.64347000000,7546344.55309000000
400,1524166.91533000000,7543630.60936000000
401,1525580.33532000000,7541021.75526000000
402,1529100.76267000000,7545953.88922000000
403,1520219.89113000000,7541949.40847000000
404,1522373.98276000000,7537762.23432000000
405,1525491.81356000000,7536333.54807000000
406,1527080.45470000000,7532063.91370000000
407,1528741.00887000000,7537211.58098000000
408,1531252.93081000000,7535925.53488000000
409,1529691.28528000000,7531825.09689000000
410,1533151.92284000000,7531482.12300000000
411,1531247.30888000000,7528447.29570000000
412,1520671.26725000000,7530128.77864000000
413,1524688.12959000000,7530523.99341000000
414,1528549.69496000000,7527967.57386000000
415,1522132.40484000000,7524154.19216000000
416,1526078.27132000000,7523177.36005000000
417,1529549.05449000000,7523691.94599000000
418,1522879.23841000000,7518683.85353000000
419,1534031.03467000000,7528109.19490000000
420,1532715.92699000000,7525104.53492000000
421,1535448.27200000000,7525344.96454000000
422,1533382.54253000000,7522146.02719000000
423,1536022.63189000000,7522287.18017000000
424,1527406.97714000000,7518409.13443000000
425,1530780.79657000000,7518346.53739000000
426,1530223.96737000000,7510784.74919000000
427,1533906.68137000000,7518446.99499000000
428,1533767.25022000000,7513554.21535000000
429,1536348.76808000000,7513745.39485000000
430,1533254.77360000000,7509893.22766000000
431,1534603.73621000000,7509671.34725000000
432,1537088.55765000000,7509027.23839000000
433,1528347.07079000000,7505686.31696000000
434,1531228.44257000000,7505142.63430000000
435,1525126.17810000000,7501599.16573000000
436,1529018.86712000000,7500790.87955000000
437,1532951.10831000000,7505935.37343000000
438,1534806.50542000000,7506251.47766000000
439,1536586.34169000000,7505838.80407000000
440,1533049.10782000000,7503122.81636000000
441,1534750.10919000000,7502948.92956000000
442,1536557.47902000000,7502898.18461000000
443,1533065.04266000000,7500381.57199000000
444,1534756.58699000000,7500422.28700000000
445,1536464.79990000000,7500401.32429000000
446,1538754.87704000000,7503756.10019000000
447,1520690.17530000000,7496437.55648000000
448,1524850.36735000000,7496487.78931000000
449,1527823.56277000000,7496957.63197000000
450,1530360.11970000000,7497040.94249000000
451,1523883.17900000000,7493026.25611000000
452,1528553.91963000000,7492799.72427000000
453,1532853.80906000000,7497282.72748000000
454,1534645.90351000000,7497069.84667000000
455,1536413.22265000000,7496937.46346000000
456,1531347.13813000000,7492928.59730000000
457,1532878.53947000000,7492937.49114000000
458,1534486.55850000000,7492946.82771000000
459,1536370.17240000000,7492957.76155000000
460,1538890.14140000000,7496801.08870000000
461,1541478.99006000000,7496678.28953000000
462,1538652.31718000000,7492925.05322000000
463,1541042.69804000000,7492693.89998000000
464,1544282.76103000000,7493648.68536000000
465,1515271.34928000000,7485753.28491000000
466,1520001.46505000000,7486595.46387000000
467,1524109.63401000000,7489448.29790000000
468,1522270.25927000000,7485236.60172000000
469,1524711.02158000000,7485454.60714000000
470,1527991.58703000000,7489278.84613000000
471,1530014.40245000000,7489708.48579000000
472,1527874.37621000000,7485408.05822000000
473,1529761.48614000000,7486367.93101000000
474,1531232.50050000000,7487183.26852000000
475,1533145.91647000000,7489637.91653000000
476,1536047.47291000000,7489868.46098000000
477,1535115.63417000000,7487394.79312000000
478,1538228.95571000000,7488887.12703000000
479,1541636.43488000000,7488278.33729000000
480,1533994.03549000000,7484233.48454000000
481,1536612.25443000000,7484593.44071000000
482,1531281.07561000000,7481818.99460000000
483,1534827.59743000000,7482236.97261000000
484,1540558.98911000000,7485122.66700000000
485,1539617.05144000000,7482389.19635000000
486,1545748.97315000000,7487475.20823000000
487,1543810.08069000000,7481391.00971000000
488,1516696.70779000000,7478525.62570000000
489,1519675.95073000000,7478774.09899000000
490,1518778.12759000000,7474300.66256000000
491,1522684.83699000000,7479994.48884000000
492,1525127.31176000000,7480145.53790000000
493,1522544.98965000000,7474245.86058000000
494,1522001.87809000000,7471476.18695000000
495,1527913.09735000000,7479958.47532000000
496,1529363.32658000000,7479087.33156000000
497,1528388.87356000000,7476906.90949000000
498,1533660.81807000000,7478517.98207000000
499,1530982.12225000000,7476634.00422000000
500,1526745.03673000000,7471674.27411000000
501,1530141.84881000000,7472556.58451000000
502,1537415.54846000000,7473873.94986000000
503,1479218.04974000000,7469797.39420000000
504,1476325.36995000000,7464825.87756000000
505,1481334.32509000000,7465828.89759000000
506,1475670.69333000000,7457449.11368000000
507,1480240.76816000000,7461035.18420000000
508,1485985.45674000000,7461784.10172000000
509,1489356.39925000000,7464195.63906000000
510,1491520.89486000000,7456940.42362000000
511,1498400.30099000000,7457226.54284000000
512,1476481.06986000000,7452554.18086000000
513,1480438.13038000000,7453306.99981000000
514,1484846.00652000000,7456746.79927000000
515,1485407.18211000000,7452158.79338000000
516,1491036.98098000000,7451727.68093000000
517,1497747.25557000000,7452380.02151000000
518,1448847.39213000000,7437003.74686000000
519,1463277.52399000000,7447922.39952000000
520,1474510.54315000000,7447067.33129000000
521,1463827.06218000000,7436841.49684000000
522,1475363.12863000000,7437805.17568000000
523,1480725.05641000000,7448596.08588000000
524,1487084.07382000000,7448810.92705000000
525,1481370.88163000000,7445285.36785000000
526,1487886.49664000000,7445271.16479000000
527,1482038.88986000000,7440892.41921000000
528,1488542.99827000000,7440948.85444000000
529,1481642.24748000000,7436367.48787000000
530,1486860.32951000000,7434868.72143000000
531,1490925.77857000000,7436664.64354000000
532,1481536.69188000000,7432137.08227000000
533,1486481.04775000000,7432328.50535000000
534,1447632.69081000000,7432557.28284000000
535,1458549.07376000000,7430805.19589000000
536,1448560.94168000000,7428246.16832000000
537,1453866.11483000000,7427681.46551000000
538,1463567.19485000000,7427225.92919000000
539,1470379.60203000000,7427943.01122000000
540,1468734.55096000000,7424981.71214000000
541,1462742.98460000000,7421877.96222000000
542,1468365.22946000000,7421773.39925000000
543,1473629.14762000000,7429926.18858000000
544,1473592.80258000000,7427005.38550000000
545,1473694.55428000000,7424445.15617000000
546,1474918.19879000000,7421972.45088000000
547,1477773.92480000000,7429162.43492000000
548,1482236.04394000000,7429985.03499000000
549,1481525.64911000000,7428460.14932000000
550,1477742.90387000000,7426735.52330000000
551,1481382.29022000000,7426602.91705000000
552,1477600.18444000000,7424451.09185000000
553,1481209.71227000000,7424319.68649000000
554,1489040.89077000000,7430822.15091000000
555,1486733.94736000000,7428427.95268000000
556,1490958.31714000000,7428462.78584000000
557,1487054.41780000000,7426472.12799000000
558,1491359.20618000000,7426857.73880000000
559,1486911.70441000000,7424431.17386000000
560,1491490.90963000000,7424397.29717000000
561,1469798.65655000000,7417835.23815000000
562,1469743.80279000000,7416535.75620000000
563,1473520.03411000000,7419885.65689000000
564,1474201.03799000000,7414691.20592000000
565,1477744.37296000000,7422298.85394000000
566,1481078.41191000000,7421921.56979000000
567,1483490.14129000000,7421084.07811000000
568,1477597.68897000000,7420837.31594000000
569,1480990.44128000000,7419797.02792000000
570,1477984.06327000000,7418817.86533000000
571,1486925.86813000000,7421654.14091000000
572,1486937.03977000000,7419728.13469000000
573,1486698.49176000000,7418524.57794000000
574,1491476.48080000000,7419438.81190000000
575,1480654.21843000000,7416144.39833000000
576,1478902.89197000000,7413303.48454000000
577,1488224.91296000000,7417087.38124000000
578,1486825.06897000000,7414806.59200000000
579,1491033.35384000000,7414194.07067000000
580,1481771.28782000000,7409406.62269000000
581,1487273.86667000000,7409886.61147000000
582,1490425.69682000000,7411129.52878000000
583,1505363.79075000000,7468970.79090000000
584,1513510.04328000000,7471245.38008000000
585,1517152.82091000000,7467863.46425000000
586,1520209.82630000000,7465012.03615000000
587,1522466.58476000000,7465629.49402000000
588,1506676.21274000000,7462373.37249000000
589,1507659.55226000000,7453747.65280000000
590,1504052.35784000000,7449090.39439000000
591,1507595.90161000000,7448775.42583000000
592,1514132.35170000000,7460289.79925000000
593,1514018.24041000000,7452805.75262000000
594,1514396.42267000000,7448662.16394000000
595,1517138.24143000000,7458960.22836000000
596,1519230.60244000000,7460686.63559000000
597,1519138.30450000000,7455998.40656000000
598,1521998.99511000000,7460712.36564000000
599,1521119.06404000000,7458487.90359000000
600,1523619.34528000000,7458425.88410000000
601,1521160.72101000000,7455707.61363000000
602,1524222.49169000000,7455565.37729000000
603,1517359.10353000000,7454284.95335000000
604,1517356.24335000000,7451682.54011000000
605,1517384.19555000000,7449142.76852000000
606,1520167.00516000000,7451330.86654000000
607,1521297.66742000000,7452889.90773000000
608,1524313.64591000000,7452754.81831000000
609,1523122.80611000000,7450818.11961000000
610,1524544.75341000000,7450908.00808000000
611,1525571.15198000000,7450831.23895000000
612,1520601.81207000000,7449005.50149000000
613,1523241.36667000000,7448888.44598000000
614,1524527.61574000000,7448801.79145000000
615,1525679.24320000000,7449699.54203000000
616,1525536.93380000000,7448627.87089000000
617,1492898.31844000000,7446430.86096000000
618,1496566.55483000000,7446202.94424000000
619,1502198.20546000000,7446461.39029000000
620,1494152.36308000000,7441115.02858000000
621,1497633.80221000000,7442497.70813000000
622,1497519.07867000000,7439946.49585000000
623,1502504.18940000000,7441931.01366000000
624,1509073.61135000000,7446339.78535000000
625,1514194.91320000000,7446410.35491000000
626,1517265.13034000000,7445122.79275000000
627,1508160.19778000000,7440713.31250000000
628,1512233.83358000000,7443059.86804000000
629,1512761.45517000000,7440327.86913000000
630,1517166.93597000000,7440915.45055000000
631,1520627.57843000000,7446770.49047000000
632,1520009.60635000000,7443958.70947000000
633,1522209.82832000000,7443937.10842000000
634,1523998.31501000000,7446652.31161000000
635,1524705.67909000000,7443838.31204000000
636,1519906.07965000000,7440528.78761000000
637,1522446.96686000000,7440568.16344000000
638,1524537.46900000000,7440542.04666000000
639,1526098.60527000000,7440539.91127000000
640,1527184.03653000000,7440451.66075000000
641,1494241.47835000000,7435994.89528000000
642,1497504.62276000000,7436004.96132000000
643,1502801.95025000000,7436693.76385000000
644,1507386.04219000000,7437088.46430000000
645,1511736.32130000000,7436453.70382000000
646,1514716.01311000000,7436358.50492000000
647,1517157.13412000000,7436372.62644000000
648,1520910.61540000000,7437475.36972000000
649,1520204.09437000000,7434508.39260000000
650,1522107.75808000000,7435237.21003000000
651,1524437.04729000000,7437742.46559000000
652,1527302.97350000000,7437744.09194000000
653,1525438.01387000000,7434824.83149000000
654,1527637.03035000000,7434726.36998000000
655,1494107.86339000000,7431467.10193000000
656,1494063.65390000000,7428975.43357000000
657,1494020.92541000000,7426740.59223000000
658,1493998.53246000000,7424411.84445000000
659,1497243.97827000000,7431485.30021000000
660,1503182.84054000000,7432523.17002000000
661,1501792.35405000000,7430091.16927000000
662,1504768.56019000000,7429901.63755000000
663,1506967.73414000000,7430761.71361000000
664,1497151.55694000000,7427101.22472000000
665,1498889.95415000000,7426130.15946000000
666,1502900.89263000000,7426718.65448000000
667,1506586.24250000000,7426168.09659000000
668,1509398.22703000000,7430588.31157000000
669,1512040.91704000000,7430433.85490000000
670,1514090.10552000000,7430824.81159000000
671,1507691.19425000000,7426796.26199000000
672,1509430.22222000000,7426850.92385000000
673,1512328.36532000000,7427001.45796000000
674,1514045.29893000000,7427011.38409000000
675,1507737.29573000000,7424235.95486000000
676,1509502.36406000000,7424256.40202000000
677,1511894.16235000000,7424157.36248000000
678,1514029.22789000000,7424097.85978000000
679,1516296.39843000000,7431060.54890000000
680,1515894.13903000000,7427356.57264000000
681,1518247.78280000000,7429087.19238000000
682,1517674.52318000000,7426858.97013000000
683,1515618.33515000000,7424273.01302000000
684,1517420.73966000000,7424134.65277000000
685,1520956.13093000000,7431556.81075000000
686,1519497.75320000000,7427110.99403000000
687,1521730.34777000000,7427729.68448000000
688,1519635.59072000000,7424130.93665000000
689,1523949.85190000000,7429673.84271000000
690,1525509.32343000000,7430028.51133000000
691,1527660.15473000000,7430014.04862000000
692,1523724.74425000000,7425552.58579000000
693,1526734.84583000000,7425270.11338000000
694,1496470.86411000000,7424411.18394000000
695,1498812.48047000000,7424260.98964000000
696,1493918.19317000000,7420065.08663000000
697,1496254.13167000000,7420273.37966000000
698,1498969.21160000000,7420185.70045000000
