N,URBANSIMX,URBANSIMY
5593,1489602.67104000000,7427702.75630000000
5594,1506067.29425000000,7446849.72973000000
5595,1534371.05263000000,7390973.49666000000
5596,1539734.45868000000,7391011.82079000000
5597,1558111.22989000000,7419130.35214000000
5598,1557523.59139000000,7383633.26090000000
5599,1551409.36691000000,7396204.34363000000
5600,1559118.45333000000,7394541.90911000000
5601,1555156.67304000000,7389054.24479000000
5602,1548266.93960000000,7385615.04079000000
5603,1526353.02015000000,7363946.76400000000
5604,1526354.00349000000,7362059.68383000000
5605,1489519.43039000000,7369944.68177000000
5606,1527384.74770000000,7360874.26940000000
5607,1526381.13718000000,7365480.71737000000
5608,1559180.04639000000,7382651.58731000000
5609,1550310.68325000000,7365140.79426000000
5610,1553422.97739000000,7366107.08176000000
5611,1554148.94320000000,7367138.48329000000
5612,1546229.23738000000,7373423.22653000000
5613,1555363.18195000000,7368871.73460000000
5614,1546146.79462000000,7374726.47419000000
5615,1542307.97018000000,7376263.39643000000
5616,1533125.72799000000,7372556.20946000000
5617,1537025.40701000000,7377175.01854000000
5618,1531813.00740000000,7369869.09377000000
5619,1558243.17300000000,7418961.79796000000
5620,1536985.50632000000,7369829.83410000000
5621,1538501.69686000000,7369838.52530000000
5622,1539614.30238000000,7369831.77447000000
5623,1541048.54412000000,7369823.58405000000
5624,1542216.96068000000,7369813.86933000000
5625,1539590.45706000000,7363883.42081000000
5626,1558063.00515000000,7426197.15180000000
5627,1539609.62756000000,7367212.77310000000
5628,1539613.19615000000,7368880.00998000000
5629,1539642.04582000000,7371289.10914000000
5630,1538647.00153000000,7372488.75903000000
5631,1546636.64320000000,7367134.87175000000
5632,1548501.68201000000,7368032.49234000000
5633,1544876.87171000000,7369702.88412000000
5634,1547394.23299000000,7370790.20036000000
5635,1547930.63488000000,7366974.90131000000
5636,1553882.21673000000,7428915.71935000000
5637,1542205.07726000000,7368451.80078000000
5638,1529906.22506000000,7528633.07446000000
5639,1531143.88609000000,7530123.76791000000
5640,1533857.26731000000,7504673.24083000000
5641,1550582.36231000000,7428193.99506000000
5642,1533851.86671000000,7501596.93406000000
5643,1533837.47494000000,7499237.43799000000
5644,1550999.87995000000,7428803.34132000000
5645,1533808.11561000000,7496699.56882000000
5646,1526551.59275000000,7496360.55168000000
5647,1544859.51743000000,7364551.66516000000
5648,1548828.93488000000,7363701.39273000000
5649,1476572.77151000000,7361550.67545000000
5650,1532522.21479000000,7474255.83993000000
5651,1537072.56206000000,7480599.10651000000
5652,1538828.99942000000,7478765.11523000000
5653,1479954.11971000000,7356123.15103000000
5654,1544923.84836000000,7353889.09364000000
5655,1534856.27074000000,7501589.64165000000
5656,1531751.54804000000,7368569.10476000000
5657,1536968.73878000000,7368175.65064000000
5658,1534319.17324000000,7367218.55296000000
5659,1515645.30025000000,7447820.14397000000
5660,1537257.39302000000,7365161.75012000000
5661,1538152.56720000000,7367194.57816000000
5662,1541043.90466000000,7367198.01703000000
5663,1542218.12088000000,7365048.52018000000
5664,1534235.54345000000,7353825.92735000000
5665,1537365.68551000000,7352723.44194000000
5666,1554731.51765000000,7429973.27593000000
5667,1533393.63507000000,7351338.55129000000
5668,1533339.39143000000,7349528.26021000000
5669,1492242.70790000000,7362433.82248000000
5670,1535650.73263000000,7351357.25601000000
5671,1544475.01074000000,7353161.22590000000
5672,1554330.71894000000,7430023.44412000000
5673,1543252.33602000000,7355234.07230000000
5674,1540064.59969000000,7355377.53086000000
5675,1546977.18319000000,7358136.50483000000
5676,1494603.87365000000,7354161.93146000000
5677,1493857.73922000000,7356450.89610000000
5678,1533512.62515000000,7345728.57765000000
5679,1492239.58611000000,7360464.44948000000
5680,1536420.22365000000,7347381.03114000000
5681,1539848.49999000000,7348983.16671000000
5682,1542086.40555000000,7350761.62445000000
5683,1541364.14838000000,7351377.77125000000
5684,1539740.14298000000,7351286.43360000000
5685,1492269.47285000000,7364784.91214000000
5686,1560120.08531000000,7379148.95691000000
5687,1505426.09312000000,7414714.52593000000
5688,1498869.73126000000,7401766.83129000000
5689,1474822.83959000000,7422974.98270000000
5690,1471175.36167000000,7424151.01623000000
5691,1499652.75279000000,7399089.93875000000
5692,1554481.07809000000,7430325.56879000000
5693,1500066.33975000000,7396894.23898000000
5694,1500093.95867000000,7396427.25212000000
5695,1500126.69335000000,7394399.42183000000
5696,1500103.51106000000,7391131.30517000000
5697,1494774.77750000000,7396439.48331000000
5698,1496616.00150000000,7396423.87838000000
5699,1498043.62932000000,7396422.28897000000
5700,1500110.36884000000,7388610.19556000000
5701,1500106.80942000000,7383271.37118000000
5702,1531143.48672000000,7421221.43480000000
5703,1555279.04589000000,7429432.07472000000
5704,1531970.82226000000,7427538.14031000000
5705,1502341.75713000000,7391112.68860000000
5706,1505824.14299000000,7359302.89814000000
5707,1506146.28925000000,7354053.24347000000
5708,1531182.02177000000,7427518.13202000000
5709,1511583.76738000000,7347421.37501000000
5710,1507833.39379000000,7351402.25619000000
5711,1509067.21201000000,7364654.04559000000
5712,1510622.41018000000,7381886.83775000000
5713,1510611.86266000000,7377876.56789000000
5714,1510609.14711000000,7375978.70341000000
5715,1510590.01899000000,7373920.62382000000
5716,1511906.70160000000,7377869.93787000000
5717,1515996.87806000000,7341377.11272000000
5718,1531162.46164000000,7425327.35975000000
5719,1531803.33207000000,7358521.34260000000
5720,1531860.07158000000,7361879.83086000000
5721,1535882.72897000000,7369839.92143000000
5722,1516690.15281000000,7364577.71629000000
5723,1515857.86610000000,7370881.65783000000
5724,1515855.06739000000,7367247.15627000000
5725,1519379.42280000000,7367257.12387000000
5726,1524263.10818000000,7367229.39865000000
5727,1528731.41055000000,7383169.63222000000
5728,1529079.76226000000,7377912.77938000000
5729,1529064.77707000000,7376504.48648000000
5730,1527788.79332000000,7381455.16087000000
5731,1496166.64234000000,7433647.55951000000
5732,1529624.55578000000,7367250.21469000000
5733,1559179.34605000000,7380482.19306000000
5734,1515894.16406000000,7375287.99835000000
5735,1515928.71891000000,7388011.42384000000
5736,1518602.52567000000,7388442.76360000000
5737,1515957.13377000000,7393582.16284000000
5738,1515983.01404000000,7396351.83759000000
5739,1554763.67159000000,7430000.01482000000
5740,1515988.33778000000,7401671.47098000000
5741,1520474.04337000000,7404141.10123000000
5742,1539377.82096000000,7395603.58409000000
5743,1537136.55750000000,7396690.16790000000
5744,1556946.84779000000,7400092.47117000000
5745,1529469.06735000000,7396783.75987000000
5746,1537585.77055000000,7349249.18299000000
5747,1541985.40781000000,7350058.72145000000
5748,1527980.62679000000,7420338.84611000000
5749,1518749.37330000000,7433456.83824000000
5750,1524921.78861000000,7440362.47510000000
5751,1519431.72958000000,7351299.85625000000
5752,1518322.47138000000,7347868.49862000000
5753,1555801.59959000000,7428596.74115000000
5754,1542271.99472000000,7427075.07913000000
5755,1551841.48657000000,7435807.99214000000
5756,1486917.44328000000,7455024.48228000000
5757,1538407.09746000000,7444470.76758000000
5758,1538409.14915000000,7445251.92066000000
5759,1504942.76237000000,7448180.16035000000
5760,1527357.44106000000,7451624.71588000000
5761,1527877.13213000000,7478061.59563000000
5762,1531152.56315000000,7423879.07411000000
5763,1532465.17278000000,7511358.86473000000
5764,1507870.57468000000,7352035.56814000000
5765,1544143.46633000000,7446086.24275000000
5766,1545725.64311000000,7450456.36712000000
5767,1556340.79433000000,7370106.97683000000
5768,1541028.67126000000,7351576.24461000000
5769,1542181.69333000000,7352462.19137000000
5770,1531615.32617000000,7491097.19890000000
5771,1555163.87939000000,7428681.26750000000
5772,1560752.45717000000,7377791.44118000000
5773,1476365.18662000000,7429934.58949000000
5774,1542736.88159000000,7431617.83610000000
5775,1544900.95253000000,7411677.75046000000
5776,1551858.00985000000,7410677.33150000000
5777,1547500.70048000000,7409326.35599000000
5778,1542832.17467000000,7431206.80386000000
5779,1541987.23087000000,7400128.02498000000
5780,1547669.93432000000,7399690.17451000000
5781,1547719.26231000000,7399030.42317000000
5782,1538850.48845000000,7402837.33255000000
5783,1539019.26152000000,7413429.10567000000
5784,1528725.26319000000,7407455.90580000000
5785,1544098.62455000000,7449713.61834000000
5786,1544079.44178000000,7449429.96450000000
5787,1505373.31097000000,7391092.13092000000
5788,1540063.89023000000,7398451.56958000000
5789,1504836.93164000000,7448248.34316000000
5790,1514805.29341000000,7433780.84775000000
5791,1494663.65990000000,7362272.33939000000
5792,1492238.58538000000,7366105.57140000000
5793,1492235.34709000000,7373074.10602000000
5794,1496779.70802000000,7362272.36556000000
5795,1495078.53331000000,7360484.87855000000
5796,1483913.22451000000,7369689.22836000000
5797,1486706.29518000000,7371529.41072000000
5798,1493421.91110000000,7370461.89413000000
5799,1505270.44923000000,7370747.43850000000
5800,1500063.47776000000,7373921.27560000000
5801,1563041.09810000000,7377238.72248000000
5802,1498853.91451000000,7364696.24325000000
5803,1556329.94318000000,7379451.74874000000
5804,1491629.50894000000,7368542.98998000000
5805,1500494.12721000000,7354120.80388000000
5806,1530645.75817000000,7358896.32664000000
5807,1504741.93828000000,7373941.65651000000
5808,1505302.54521000000,7373937.17011000000
5809,1505270.06482000000,7367339.01712000000
5810,1505253.43901000000,7364649.06027000000
5811,1501386.63570000000,7367498.34348000000
5812,1504951.14679000000,7359344.04151000000
5813,1504527.45592000000,7354072.94362000000
5814,1498725.84752000000,7367221.43912000000
5815,1532034.31071000000,7351341.79879000000
5816,1553940.10921000000,7378978.58746000000
5817,1491400.31970000000,7369499.66138000000
5818,1483129.52824000000,7455883.14391000000
5819,1527602.81559000000,7351800.89085000000
5820,1521222.17808000000,7388786.48927000000
5821,1515917.87996000000,7433747.73795000000
5822,1515603.69658000000,7432530.75477000000
5823,1514799.88107000000,7432749.03222000000
5824,1515305.43872000000,7433878.57584000000
5825,1515951.46064000000,7433261.86614000000
5826,1515894.25164000000,7433010.12159000000
5827,1514709.88089000000,7433218.88344000000
5828,1515729.24178000000,7422918.35516000000
5829,1515165.62192000000,7423298.21970000000
5830,1515471.15378000000,7422943.41621000000
5831,1515703.77555000000,7422728.54310000000
5832,1516391.80929000000,7422720.14020000000
5833,1527611.13942000000,7433509.52740000000
5834,1528105.40654000000,7433560.35588000000
5835,1528619.82487000000,7433620.52606000000
5836,1528895.79445000000,7433430.23075000000
5837,1481700.74063000000,7458257.13263000000
5838,1490190.72497000000,7588403.66018000000
5839,1527460.07728000000,7400867.42554000000
5840,1527664.14209000000,7401157.81863000000
5841,1528478.74742000000,7400505.34562000000
5842,1528476.00733000000,7399663.22505000000
5843,1499055.11896000000,7411085.19403000000
5844,1550440.78626000000,7368784.49057000000
5845,1553340.01920000000,7369759.24817000000
5846,1546133.29768000000,7449860.05797000000
5847,1546039.63498000000,7450503.07851000000
5848,1552555.05383000000,7369807.43104000000
5849,1493513.32242000000,7428160.33280000000
5850,1494986.13914000000,7450443.06953000000
5851,1494971.99061000000,7449330.77259000000
5852,1494966.10018000000,7437192.05802000000
5853,1528896.55465000000,7445274.49305000000
5854,1528892.35910000000,7444474.88682000000
5855,1528301.50678000000,7439522.99941000000
5856,1531978.15820000000,7353051.73030000000
5857,1528113.75805000000,7440402.02771000000
5858,1488668.34917000000,7401788.53962000000
5859,1520340.35681000000,7424954.56870000000
5860,1525485.77374000000,7396078.35859000000
5861,1525160.97619000000,7395506.38136000000
5862,1524955.45289000000,7393456.53728000000
5863,1524700.18529000000,7391299.91628000000
5864,1524420.26719000000,7389042.30064000000
5865,1525422.43629000000,7387695.90572000000
5866,1524631.67322000000,7340352.64164000000
5867,1528084.94379000000,7344639.57299000000
5868,1526445.89657000000,7372563.88911000000
5869,1527996.81431000000,7401039.38390000000
5870,1528260.70801000000,7398384.93745000000
5871,1528455.89622000000,7397224.44233000000
5872,1528395.62795000000,7396790.36339000000
5873,1528195.77847000000,7395660.73266000000
5874,1527837.62657000000,7394557.78397000000
5875,1490258.92581000000,7591130.47952000000
5876,1490264.36628000000,7594981.26582000000
5877,1528668.66775000000,7343678.27011000000
5878,1526273.60672000000,7339081.75681000000
5879,1525897.78257000000,7338177.68920000000
5880,1495692.85065000000,7552594.45240000000
5881,1530878.42875000000,7515795.35214000000
5882,1502817.38106000000,7547858.71245000000
5883,1500541.28472000000,7552140.58139000000
5884,1505788.52219000000,7552171.11768000000
5885,1510518.20903000000,7552198.84397000000
5886,1511449.08340000000,7552982.22896000000
5887,1512284.18209000000,7553306.30309000000
5888,1513480.36495000000,7442107.97441000000
5889,1494862.00714000000,7415222.27262000000
5890,1520279.41658000000,7339412.19088000000
5891,1513367.66368000000,7409658.64890000000
5892,1501418.63105000000,7359406.03372000000
5893,1501289.20000000000,7354108.81387000000
5894,1507898.54068000000,7391106.32350000000
5895,1508954.73157000000,7383217.26803000000
5896,1506364.21598000000,7373796.11988000000
5897,1509257.74783000000,7373820.81066000000
5898,1513130.50463000000,7352536.89004000000
5899,1518412.95018000000,7351512.38100000000
5900,1506843.31867000000,7401696.93714000000
5901,1491869.57757000000,7407081.88596000000
5902,1488102.52616000000,7401794.32954000000
5903,1489521.96288000000,7409815.85521000000
5904,1489527.97750000000,7414973.99065000000
5905,1494823.55134000000,7388546.10197000000
5906,1494852.86191000000,7383272.56184000000
5907,1495095.19891000000,7379522.65860000000
5908,1489533.01902000000,7383301.51362000000
5909,1491858.76632000000,7396468.75494000000
5910,1491146.40176000000,7391179.68200000000
5911,1494794.92017000000,7394249.19027000000
5912,1497283.21556000000,7379104.45141000000
5913,1487344.44283000000,7375362.53966000000
5914,1505948.21784000000,7346343.95101000000
5915,1507814.04547000000,7349449.19109000000
5916,1515778.20500000000,7354005.26468000000
5917,1522324.65937000000,7339492.12939000000
5918,1502390.31132000000,7378139.25011000000
5919,1495899.05256000000,7378169.74294000000
5920,1531519.03562000000,7358879.86708000000
5921,1513416.64555000000,7424218.60873000000
5922,1510755.06301000000,7424165.84172000000
5923,1509439.66807000000,7425484.65221000000
5924,1509425.23319000000,7422856.84532000000
5925,1508107.95729000000,7424199.76496000000
5926,1512141.65057000000,7422844.02730000000
5927,1512044.17116000000,7406967.55224000000
5928,1510766.81811000000,7404421.03690000000
5929,1530097.96210000000,7376504.37918000000
5930,1483050.03312000000,7640648.16609000000
5931,1530029.44485000000,7353392.78692000000
5932,1490982.44141000000,7401764.83172000000
5933,1529533.21414000000,7352668.59254000000
5934,1508148.60179000000,7392113.04128000000
5935,1508373.80064000000,7401700.15017000000
5936,1507896.83594000000,7401693.00003000000
5937,1476374.39023000000,7430838.71964000000
5938,1498997.18249000000,7433498.04758000000
5939,1501271.84872000000,7433506.61945000000
5940,1501279.62121000000,7433563.51509000000
5941,1498969.00044000000,7433582.60140000000
5942,1500207.95087000000,7430857.64814000000
5943,1500207.89806000000,7433183.98688000000
5944,1500213.12657000000,7433927.15873000000
5945,1525419.73352000000,7336588.49050000000
5946,1525595.09532000000,7333740.87082000000
5947,1490340.03751000000,7596443.29157000000
5948,1526594.67117000000,7339913.14699000000
5949,1484214.44964000000,7418338.55027000000
5950,1508142.74421000000,7400661.64830000000
5951,1484223.29563000000,7419571.62242000000
5952,1479360.00570000000,7639126.66636000000
5953,1528497.15971000000,7352563.55782000000
5954,1503405.91899000000,7356882.76266000000
5955,1508131.85153000000,7391054.91158000000
5956,1492091.74778000000,7628013.53540000000
5957,1484940.18547000000,7422965.69532000000
5958,1484252.82464000000,7421570.39262000000
5959,1495856.95573000000,7619830.09295000000
5960,1484285.42677000000,7424240.76725000000
5961,1530071.07184000000,7356418.78139000000
5962,1488980.66557000000,7620774.38073000000
5963,1487002.33351000000,7618939.15127000000
5964,1484947.40559000000,7425573.76617000000
5965,1503440.07685000000,7354084.55696000000
5966,1485668.83363000000,7427319.29259000000
5967,1476370.44036000000,7430971.22156000000
5968,1528193.24062000000,7437830.41627000000
5969,1504146.61594000000,7359357.00169000000
5970,1504060.43286000000,7357507.77383000000
5971,1484239.90517000000,7430931.84074000000
5972,1480675.69765000000,7444091.34012000000
5973,1484239.29680000000,7431036.56451000000
5974,1494989.01220000000,7440841.27932000000
5975,1493226.12789000000,7656545.64916000000
5976,1528274.75696000000,7579671.83284000000
5977,1475673.15088000000,7444061.19168000000
5978,1475541.45537000000,7443992.02832000000
5979,1475605.63210000000,7444894.48388000000
5980,1465126.27677000000,7445180.32512000000
5981,1484341.63420000000,7431004.33961000000
5982,1494907.22895000000,7431307.34691000000
5983,1485218.31581000000,7438876.51187000000
5984,1483279.46257000000,7438900.87886000000
5985,1494892.88128000000,7427362.39792000000
5986,1494742.73289000000,7402514.90552000000
5987,1459170.26757000000,7443202.69479000000
5988,1459003.06994000000,7436193.48447000000
5989,1503430.49031000000,7355444.80554000000
5990,1487381.73446000000,7622523.98412000000
5991,1496916.37999000000,7577526.88790000000
5992,1485258.35392000000,7620862.35650000000
5993,1497040.38308000000,7577546.01946000000
5994,1482500.09193000000,7618981.16284000000
5995,1495013.19790000000,7433689.59537000000
5996,1494402.15051000000,7434023.09054000000
5997,1478719.98090000000,7618994.81329000000
5998,1479989.57499000000,7620345.13694000000
5999,1485432.70945000000,7625807.62352000000
6000,1495689.60258000000,7610100.88683000000
6001,1490379.25487000000,7606923.95017000000
6002,1493428.83108000000,7605566.77001000000
6003,1503747.57066000000,7357090.72604000000
6004,1487537.30371000000,7579167.65665000000
6005,1487549.83150000000,7581822.09705000000
6006,1491585.01567000000,7449921.88710000000
6007,1481147.38016000000,7380296.10368000000
6008,1481183.04786000000,7382252.51664000000
6009,1481889.21279000000,7386234.75993000000
6010,1482321.43382000000,7388639.57965000000
6011,1482794.39451000000,7391270.30100000000
6012,1483182.99297000000,7393964.04371000000
6013,1483386.52304000000,7396400.66824000000
6014,1483188.84874000000,7398871.69695000000
6015,1487581.95057000000,7587131.04295000000
6016,1479842.77182000000,7403620.94438000000
6017,1477341.66310000000,7407040.11094000000
6018,1473942.91623000000,7412426.60823000000
6019,1473398.49567000000,7417697.42685000000
6020,1472677.24840000000,7420478.45939000000
6021,1471433.67242000000,7422128.26611000000
6022,1482019.51214000000,7382268.35040000000
6023,1477880.98075000000,7369210.44430000000
6024,1493817.13118000000,7449896.06064000000
6025,1493894.72906000000,7438766.18183000000
6026,1493706.43481000000,7438764.62870000000
6027,1496130.18169000000,7449886.18420000000
6028,1465058.30318000000,7433036.91642000000
6029,1476523.22928000000,7432933.04044000000
6030,1476520.35540000000,7433427.12119000000
6031,1475822.58215000000,7434477.05947000000
6032,1496248.92640000000,7450190.08437000000
6033,1494169.37720000000,7450152.72701000000
6034,1474890.37941000000,7436632.99675000000
6035,1473495.41362000000,7437873.88865000000
6036,1493710.29194000000,7450225.85993000000
6037,1493196.02360000000,7428085.39933000000
6038,1531897.60767000000,7415925.42294000000
6039,1517395.41791000000,7351409.17217000000
6040,1473475.21020000000,7441343.22904000000
6041,1458984.45189000000,7439385.24684000000
6042,1465090.83619000000,7439351.45063000000
6043,1467051.03740000000,7439373.18318000000
6044,1472066.08333000000,7445012.61960000000
6045,1472142.54531000000,7432940.49737000000
6046,1484283.71438000000,7433117.99786000000
6047,1476510.13012000000,7432258.06445000000
6048,1528115.39921000000,7579698.75160000000
6049,1491913.78088000000,7450318.42545000000
6050,1490862.67658000000,7450202.61997000000
6051,1494118.16092000000,7450282.65381000000
6052,1491882.15156000000,7450413.48023000000
6053,1459806.40340000000,7434278.20366000000
6054,1454926.15290000000,7437317.77712000000
6055,1532652.96239000000,7406637.12108000000
6056,1467170.57710000000,7423739.33408000000
6057,1465855.67325000000,7424038.96626000000
6058,1465245.87645000000,7423225.27852000000
6059,1465759.42819000000,7421384.52757000000
6060,1493353.88441000000,7428081.99887000000
6061,1468589.36706000000,7419948.32325000000
6062,1469793.41455000000,7419452.47240000000
6063,1471256.33336000000,7417701.02461000000
6064,1472390.74912000000,7412417.59232000000
6065,1472002.69255000000,7408031.13163000000
6067,1476445.27981000000,7404461.71492000000
6068,1490818.78021000000,7450784.36226000000
6069,1490598.81320000000,7450514.85927000000
6070,1490780.74707000000,7450640.31110000000
6071,1480640.96714000000,7403906.73216000000
6072,1475873.63454000000,7398778.68822000000
6073,1475958.33082000000,7396391.16274000000
6074,1475938.47478000000,7395728.99756000000
6075,1475187.13820000000,7394826.16727000000
6076,1474098.18055000000,7390965.90989000000
6077,1475655.37963000000,7391324.58234000000
6078,1474164.71140000000,7389287.59841000000
6079,1474134.87071000000,7388719.96193000000
6080,1474020.18413000000,7388104.57557000000
6081,1474358.33966000000,7386877.05878000000
6082,1472042.70136000000,7382536.84429000000
6083,1472383.20698000000,7381239.04956000000
6084,1487841.32139000000,7371559.18251000000
6085,1486670.86191000000,7370666.95605000000
6086,1529997.85617000000,7354502.40588000000
6087,1491056.69655000000,7450471.92232000000
6088,1495548.66353000000,7584427.16465000000
6089,1487675.47110000000,7589755.58979000000
6090,1487676.76049000000,7592451.38749000000
6091,1487658.80324000000,7594671.90200000000
6092,1487654.31513000000,7599139.49227000000
6093,1475429.18590000000,7362776.44682000000
6094,1476708.06959000000,7367377.04321000000
6095,1490526.66460000000,7616791.82491000000
6096,1493328.94646000000,7591683.60900000000
6097,1489508.55967000000,7387290.67782000000
6098,1476906.32749000000,7375474.09263000000
6099,1474752.36430000000,7368722.66396000000
6100,1494807.76111000000,7389255.94712000000
6101,1493956.67334000000,7388555.99030000000
6102,1500129.27771000000,7385937.17565000000
6103,1475152.74684000000,7367104.75327000000
6104,1475492.82533000000,7366268.67869000000
6105,1491615.70129000000,7379368.23166000000
6106,1493192.43059000000,7370935.14288000000
6107,1503365.90893000000,7342850.50728000000
6108,1502246.64893000000,7342844.51288000000
6109,1500996.16755000000,7343312.31281000000
6110,1498821.35980000000,7343493.03342000000
6111,1503826.25631000000,7347446.51195000000
6112,1502820.53028000000,7347314.19286000000
6113,1502029.08277000000,7346889.47902000000
6114,1500708.86484000000,7346445.64322000000
6115,1492723.49211000000,7370552.08548000000
6116,1499677.96149000000,7347215.46529000000
6117,1495309.60392000000,7367608.15655000000
6118,1515857.73753000000,7335590.78007000000
6119,1515811.63336000000,7335564.81939000000
6120,1493451.55207000000,7362324.71290000000
6121,1490851.60316000000,7360462.45768000000
6122,1499984.97050000000,7351828.41007000000
6123,1510816.57356000000,7433827.15037000000
6124,1510822.46765000000,7433765.72803000000
6125,1513999.26773000000,7338176.71188000000
6126,1494007.10082000000,7368557.29681000000
6127,1510836.77364000000,7339745.55468000000
6128,1488037.03769000000,7359504.20152000000
6129,1482239.61501000000,7449682.74661000000
6130,1482389.37333000000,7430549.56874000000
6131,1493051.48472000000,7616837.84176000000
6132,1472422.69960000000,7429968.29901000000
6133,1520017.80584000000,7432936.20610000000
6134,1469571.98177000000,7422188.65568000000
6135,1516297.77314000000,7432825.98056000000
6136,1469395.74324000000,7430588.12989000000
6137,1469571.14671000000,7427957.40687000000
6138,1474246.05069000000,7420997.45724000000
6139,1490552.82739000000,7617448.50178000000
6140,1507774.68581000000,7345550.15153000000
6141,1527325.35426000000,7448450.18471000000
6142,1481969.57906000000,7402070.37525000000
6143,1481523.45025000000,7398953.31571000000
6144,1481231.70797000000,7398008.38065000000
6145,1479170.47549000000,7392910.46010000000
6146,1478836.30501000000,7382099.88508000000
6147,1476763.67025000000,7372650.93709000000
6148,1479449.86594000000,7365568.40153000000
6149,1493642.79449000000,7422847.37259000000
6150,1493842.88323000000,7422848.53305000000
6151,1514844.25701000000,7432294.09039000000
6152,1527315.96746000000,7446492.06828000000
6153,1515000.63962000000,7411807.41780000000
6154,1518216.12346000000,7403473.22057000000
6155,1519072.54137000000,7404267.15651000000
6156,1493146.48390000000,7417559.77015000000
6157,1493326.15621000000,7417561.99325000000
6158,1527283.09639000000,7400362.00149000000
6159,1538774.72345000000,7398356.91096000000
6160,1539371.23808000000,7398193.43676000000
6161,1539737.23870000000,7397861.73234000000
6162,1547659.30763000000,7399897.46225000000
6163,1489497.93082000000,7407005.38487000000
6164,1550911.91182000000,7428281.24395000000
6165,1489300.41413000000,7407003.31654000000
6166,1551028.04871000000,7428524.68948000000
6167,1550462.99442000000,7427834.83276000000
6168,1550402.38096000000,7427834.48373000000
6169,1488907.88371000000,7401676.31686000000
6170,1489097.00780000000,7401675.27894000000
6171,1555504.67247000000,7428793.23735000000
6172,1555488.34157000000,7428654.68435000000
6173,1496721.62232000000,7367106.77128000000
6174,1495967.79469000000,7368110.02436000000
6175,1491931.59981000000,7391070.83484000000
6176,1492178.14482000000,7391089.39225000000
6177,1496021.07581000000,7369453.80138000000
6178,1496797.37624000000,7369855.21497000000
6179,1514149.14774000000,7552225.70061000000
6180,1499063.33027000000,7368723.28248000000
6181,1493397.90923000000,7383355.58737000000
6182,1493647.50982000000,7383359.88499000000
6183,1527642.50016000000,7534374.87570000000
6184,1524944.39229000000,7449606.80505000000
6185,1527772.24997000000,7378712.59089000000
6186,1498437.07498000000,7371437.14858000000
6187,1493076.46692000000,7370165.04122000000
6188,1493239.91696000000,7370258.45470000000
6189,1501306.14892000000,7355424.43033000000
6190,1500363.45757000000,7355440.99072000000
6191,1495401.14397000000,7371834.68019000000
6192,1490586.61848000000,7362400.21289000000
6193,1555034.66654000000,7429052.27669000000
6194,1494539.92797000000,7372162.72855000000
6195,1499888.86769000000,7355451.68658000000
6196,1497335.68062000000,7367578.91993000000
6197,1500198.85400000000,7359400.48544000000
6198,1554958.33337000000,7428807.16327000000
6199,1554904.23513000000,7428975.65805000000
6200,1554468.49849000000,7430194.62407000000
6201,1487218.97184000000,7369964.93739000000
6202,1555838.18138000000,7428513.49691000000
6203,1555541.28956000000,7429006.82670000000
6204,1555939.53331000000,7428688.57645000000
6205,1500265.81295000000,7354051.33158000000
6206,1500078.56397000000,7354048.05431000000
6207,1555898.43919000000,7428593.50503000000
6208,1556472.11236000000,7428428.00001000000
6209,1501960.42462000000,7344861.71036000000
6210,1501725.22576000000,7344689.73917000000
6211,1560161.31497000000,7428418.87634000000
6212,1559949.93571000000,7428239.37054000000
6213,1556963.11951000000,7377076.83065000000
6214,1527296.08283000000,7442890.91745000000
6215,1528478.24564000000,7442889.47904000000
6216,1537338.17544000000,7392982.99214000000
6217,1537081.67879000000,7392981.51852000000
6218,1534917.14317000000,7393121.88946000000
6219,1554466.06653000000,7428977.87775000000
6220,1554998.36305000000,7429087.15668000000
6221,1554832.04289000000,7429989.02818000000
6222,1555080.32505000000,7429690.77874000000
6223,1495806.79267000000,7617388.37608000000
6224,1529542.19865000000,7393824.57443000000
6225,1527954.01005000000,7393260.88873000000
6226,1528561.54511000000,7394674.57348000000
6227,1527891.58277000000,7392952.35435000000
6228,1530265.16281000000,7389685.92129000000
6229,1536248.49936000000,7389676.32298000000
6230,1538799.73837000000,7394844.65331000000
6231,1539916.70479000000,7394403.50674000000
6232,1539701.25038000000,7387937.60947000000
6233,1539724.95705000000,7392665.28890000000
6234,1539711.20479000000,7389668.27939000000
6235,1547617.69238000000,7394965.26018000000
6236,1549634.47128000000,7383240.33386000000
6237,1551326.26470000000,7383070.99875000000
6238,1552662.08263000000,7382541.55846000000
6239,1550563.86304000000,7380739.25402000000
6240,1552651.87926000000,7380850.66095000000
6241,1534352.48373000000,7365344.74087000000
6242,1534325.02810000000,7363193.32735000000
6243,1534346.44294000000,7369866.29476000000
6244,1534354.32796000000,7368491.93959000000
6245,1536436.45524000000,7363185.50475000000
6246,1537120.21766000000,7358568.27178000000
6247,1537033.88499000000,7356237.26941000000
6248,1535743.90554000000,7355413.21748000000
6249,1535695.63942000000,7353401.14306000000
6250,1537047.73319000000,7357293.03617000000
6251,1535692.71403000000,7357384.88253000000
6252,1535151.70662000000,7357959.43047000000
6253,1525477.05580000000,7371058.10315000000
6254,1524549.50316000000,7369649.27415000000
6255,1523835.07451000000,7375130.11755000000
6256,1521195.91540000000,7375934.38256000000
6257,1510553.71698000000,7370123.08792000000
6258,1515793.10797000000,7364572.56536000000
