parcel_id,redev_friction
17970,100
20389,100
20394,100
20021,100
20372,100
20253,100
20261,100
19835,100
20099,100
20075,100
19724,100
19893,100
19538,100
19584,100
19580,100
19471,100
76022,100
76036,100
76359,100
72580,100
76437,100
76929,100
72894,100
76440,100
76600,100
73065,100
83043,100
83058,100
76994,100
82861,100
83085,100
73427,100
73500,100
74333,100
73687,100
73725,100
73766,100
73823,100
73846,100
73970,100
74086,100
74192,100
74460,100
74360,100
74368,100
75429,100
75580,100
75928,100
75999,100
76004,100
76008,100
75288,100
75811,100
82479,100
82484,100
77783,100
77793,100
77952,100
77944,100
78017,100
78025,100
78039,100
78045,100
78302,100
78861,100
78935,100
78839,100
79292,100
75267,100
79992,100
80651,100
77679,100
77735,100
78527,100
80591,100
80218,100
80090,100
80170,100
80326,100
80630,100
79507,100
78658,100
79071,100
79142,100
79153,100
79189,100
79594,100
85359,100
83416,100
84840,100
15472,100
15393,100
14415,100
15649,100
15076,100
20627,100
21431,100
14580,100
14733,100
20574,100
20613,100
20632,100
18855,100
21318,100
20923,100
21195,100
73276,100
21220,100
21094,100
21165,100
21150,100
21014,100
21286,100
77263,100
77288,100
77454,100
77498,100
79551,100
79556,100
77060,100
77141,100
78393,100
15044,100
14644,100
19732,100
78335,100
20529,100
11817,100
11827,100
11981,100
18517,100
18421,100
18678,100
17342,100
17280,100
19188,100
19021,100
19026,100
74792,100
74750,100
74572,100
74582,100
74658,100
76632,100
76662,100
76672,100
76850,100
76280,100
76174,100
76195,100
76210,100
76228,100
76242,100
74315,100
75326,100
82381,100
82678,100
82441,100
80950,100
80957,100
82169,100
80541,100
80880,100
14441,100
14151,100
14283,100
14839,100
14969,100
14816,100
3183,100
14941,100
14961,100
11624,100
73911,100
11788,100
11795,100
3318,100
11715,100
11620,100
11625,100
11875,100
15514,100
15510,100
12058,100
12237,100
12180,100
12156,100
11885,100
16297,100
16314,100
12827,100
12855,100
12958,100
13000,100
13070,100
13164,100
13176,100
12810,100
13970,100
15467,100
17606,100
16068,100
15817,100
15691,100
15833,100
17372,100
15937,100
16048,100
17825,100
17876,100
17455,100
17793,100
17797,100
17782,100
19097,100
18243,100
18113,100
18270,100
18274,100
18227,100
17548,100
17480,100
17583,100
16463,100
16580,100
17429,100
16765,100
16849,100
16888,100
16893,100
16955,100
16977,100
17009,100
17010,100
17059,100
17062,100
17984,100
17985,100
17200,100
20451,100
20453,100
20222,100
20411,100
20007,100
20352,100
20277,100
20729,100
20269,100
20061,100
20218,100
20086,100
78174,100
19652,100
19815,100
19792,100
19877,100
19452,100
76074,100
75120,100
75122,100
82877,100
75079,100
76021,100
75055,100
75070,100
76350,100
76526,100
83007,100
83152,100
83033,100
83036,100
83049,100
77009,100
73486,100
73512,100
74014,100
74342,100
73696,100
73706,100
73199,100
73230,100
74206,100
73601,100
73759,100
73782,100
74117,100
74054,100
74031,100
74135,100
74439,100
74448,100
74242,100
74371,100
75716,100
75532,100
75546,100
75757,100
75395,100
75774,100
75801,100
75986,100
75666,100
75669,100
75679,100
82152,100
82159,100
82552,100
75654,100
82140,100
82505,100
77834,100
77902,100
73184,100
73366,100
78015,100
78120,100
78856,100
78851,100
78196,100
78228,100
78340,100
78988,100
79011,100
79942,100
80859,100
80864,100
80869,100
80004,100
80476,100
80642,100
80655,100
80681,100
80693,100
77314,100
78168,100
77680,100
77704,100
77743,100
80581,100
79968,100
80064,100
80116,100
80118,100
80152,100
80178,100
80338,100
79726,100
79477,100
79136,100
78694,100
79430,100
85390,100
84395,100
84415,100
84385,100
84828,100
21040,100
14103,100
14658,100
15119,100
14700,100
14715,100
18840,100
15505,100
20720,100
20665,100
14260,100
73231,100
21060,100
21358,100
77297,100
78350,100
78404,100
78446,100
78624,100
79559,100
77159,100
77165,100
14507,100
3000,100
19477,100
84792,100
20699,100
21044,100
21187,100
77228,100
77292,100
14135,100
78896,100
15192,100
15277,100
14922,100
14869,100
14517,100
3131,100
3146,100
73890,100
12273,100
12086,100
3274,100
11801,100
11584,100
12258,100
12211,100
16246,100
16264,100
16298,100
12941,100
12943,100
13010,100
13034,100
13075,100
13116,100
13144,100
13175,100
13178,100
15195,100
15313,100
15642,100
18283,100
16122,100
15759,100
16016,100
16023,100
16028,100
15810,100
15985,100
15911,100
15946,100
17709,100
17449,100
17779,100
17841,100
18091,100
18135,100
18296,100
18237,100
17536,100
16539,100
16566,100
16822,100
16942,100
16950,100
16958,100
16981,100
17048,100
17345,100
20237,100
20382,100
20876,100
20275,100
20865,100
20259,100
19939,100
20178,100
20077,100
20144,100
19726,100
19364,100
19888,100
19797,100
19617,100
82875,100
21408,100
21460,100
76030,100
75066,100
74990,100
75014,100
75028,100
75149,100
76373,100
76416,100
76894,100
76487,100
76540,100
82971,100
83022,100
83034,100
76835,100
76838,100
82848,100
83091,100
73662,100
73413,100
73575,100
73591,100
73864,100
73567,100
73737,100
73752,100
73785,100
73829,100
73936,100
74059,100
74109,100
74110,100
74442,100
74399,100
