year,sector_id,number_of_jobs,cid
2012,5,12188,57
2012,5,18316,49
2012,6,13898,11
2012,6,84897,35
2012,6,6784,57
2012,6,32440,49
2012,7,40024,11
2012,7,197880,35
2012,7,27059,57
2012,7,63845,49
2012,8,362,11
2012,8,3555,35
2012,8,248,57
2012,8,493,49
2012,9,16977,11
2012,9,75406,35
2012,9,13621,57
2012,9,30292,49
2012,10,8468,11
2012,10,62393,35
2012,10,6238,57
2012,10,9905,49
2012,11,730,11
2012,11,811,35
2012,11,953,57
2012,11,2701,49
2012,12,6483,11
2012,12,32364,35
2012,12,4898,57
2012,12,12922,49
2013,1,8219,11
2013,1,43824,35
2013,1,6700,57
2013,1,13501,49
2013,2,10569,11
2013,2,43916,35
2013,2,6677,57
2013,2,17975,49
2013,3,32946,11
2013,3,120565,35
2013,3,23345,57
2013,3,51861,49
2013,4,11620,11
2013,4,62700,35
2013,4,12387,57
2013,4,23401,49
2013,5,9744,11
2013,5,55835,35
2013,5,12312,57
2013,5,18924,49
2013,6,14377,11
2013,6,88189,35
2013,6,6998,57
2013,6,34110,49
2013,7,40959,11
2013,7,203467,35
2013,7,27638,57
2013,7,66212,49
2013,8,371,11
2013,8,3611,35
2013,8,257,57
2013,8,506,49
2013,9,17313,11
2013,9,77252,35
2013,9,13785,57
2013,9,31418,49
2013,10,8686,11
2013,10,63985,35
2013,10,6359,57
2013,10,10315,49
2013,11,730,11
2013,11,813,35
2013,11,944,57
2013,11,2711,49
2013,12,6660,11
2013,12,33447,35
2013,12,5009,57
2013,12,13465,49
2014,1,8478,11
2014,1,44573,35
2014,1,6815,57
2014,1,13985,49
2014,2,11078,11
2014,2,45408,35
2014,2,7011,57
2014,2,19184,49
2014,3,33591,11
2014,3,123196,35
2014,3,23713,57
2014,3,53564,49
2014,4,12059,11
2014,4,64512,35
2014,4,12742,57
2014,4,24490,49
2014,5,9971,11
2014,5,56949,35
2014,5,12487,57
2014,5,19535,49
2014,6,14946,11
2014,6,91011,35
2014,6,7240,57
2014,6,35799,49
2014,7,42144,11
2014,7,207937,35
2014,7,28331,57
2014,7,68598,49
2014,8,382,11
2014,8,3648,35
2014,8,268,57
2014,8,517,49
2014,9,17750,11
2014,9,78669,35
2014,9,14005,57
2014,9,32558,49
2014,10,8958,11
2014,10,65224,35
2014,10,6507,57
2014,10,10729,49
2014,11,735,11
2014,11,811,35
2014,11,936,57
2014,11,2719,49
2014,12,6879,11
2014,12,34345,35
2014,12,5140,57
2014,12,14013,49
2015,1,8780,11
2015,1,45725,35
2015,1,7015,57
2015,1,14655,49
2015,2,11651,11
2015,2,47327,35
2015,2,7437,57
2015,2,20668,49
2015,3,34398,11
2015,3,126953,35
2015,3,24374,57
2015,3,55975,49
2015,4,12565,11
2015,4,66922,35
2015,4,13257,57
2015,4,25915,49
2015,5,10248,11
2015,5,58581,35
2015,5,12815,57
2015,5,20404,49
2015,6,15600,11
2015,6,94683,35
2015,6,7575,57
2015,6,37983,49
2015,7,43547,11
2015,7,214308,35
2015,7,29379,57
2015,7,71900,49
2015,8,395,11
2015,8,3717,35
2015,8,282,57
2015,8,537,49
2015,9,18275,11
2015,9,80799,35
2015,9,14399,57
2015,9,34127,49
2015,10,9276,11
2015,10,67055,35
2015,10,6737,57
2015,10,11288,49
2015,11,743,11
2015,11,816,35
2015,11,941,57
2015,11,2761,49
2015,12,7134,11
2015,12,35568,35
2015,12,5334,57
2015,12,14749,49
2016,1,9087,11
2016,1,46969,35
2016,1,7241,57
2016,1,15348,49
2016,2,12237,11
2016,2,49362,35
2016,2,7900,57
2016,2,22210,49
2016,3,35204,11
2016,3,130986,35
2016,3,25129,57
2016,3,58459,49
2016,4,13081,11
2016,4,69490,35
2016,4,13829,57
2016,4,27389,49
2016,5,10527,11
2016,5,60338,35
2016,5,13192,57
2016,5,21299,49
2016,6,16265,11
2016,6,98584,35
2016,6,7945,57
2016,6,40243,49
2016,7,44964,11
2016,7,221144,35
2016,7,30550,57
2016,7,75305,49
2016,8,407,11
2016,8,3792,35
2016,8,298,57
2016,8,556,49
2016,9,18807,11
2016,9,83096,35
2016,9,14847,57
2016,9,35749,49
2016,10,9598,11
2016,10,69028,35
2016,10,6993,57
2016,10,11864,49
2016,11,750,11
2016,11,823,35
2016,11,948,57
2016,11,2801,49
2016,12,7391,11
2016,12,36868,35
2016,12,5551,57
2016,12,15512,49
2017,1,9379,11
2017,1,48172,35
2017,1,7473,57
2017,1,15976,49
2017,2,12810,11
2017,2,51376,35
2017,2,8378,57
2017,2,23683,49
2017,3,35938,11
2017,3,134914,35
2017,3,25905,57
2017,3,60696,49
2017,4,13576,11
2017,4,72016,35
2017,4,14420,57
2017,4,28760,49
2017,5,10785,11
2017,5,62043,35
2017,5,13580,57
2017,5,22104,49
2017,6,16908,11
2017,6,102434,35
2017,6,8325,57
2017,6,42358,49
2017,7,46305,11
2017,7,227806,35
2017,7,31756,57
2017,7,78401,49
2017,8,420,11
2017,8,3863,35
2017,8,314,57
2017,8,573,49
2017,9,19305,11
2017,9,85320,35
2017,9,15307,57
2017,9,37221,49
2017,10,9905,11
2017,10,70940,35
2017,10,7258,57
2017,10,12395,49
2017,11,756,11
2017,11,828,35
2017,11,956,57
2017,11,2827,49
2017,12,7638,11
2017,12,38144,35
2017,12,5780,57
2017,12,16211,49
2018,1,9648,11
2018,1,49261,35
2018,1,7696,57
2018,1,16504,49
2018,2,13356,11
2018,2,53284,35
2018,2,8854,57
2018,2,25024,49
2018,3,36569,11
2018,3,138539,35
2018,3,26644,57
2018,3,62548,49
2018,4,14041,11
2018,4,74392,35
2018,4,14997,57
2018,4,29958,49
2018,5,11013,11
2018,5,63607,35
2018,5,13945,57
2018,5,22768,49
2018,6,17512,11
2018,6,106076,35
2018,6,8699,57
2018,6,44221,49
2018,7,47525,11
2018,7,233956,35
2018,7,32927,57
2018,7,81005,49
2018,8,431,11
2018,8,3925,35
2018,8,330,57
2018,8,585,49
2018,9,19749,11
2018,9,87345,35
2018,9,15747,57
2018,9,38462,49
2018,10,10187,11
2018,10,72690,35
2018,10,7516,57
2018,10,12848,49
2018,11,759,11
2018,11,830,35
2018,11,961,57
2018,11,2833,49
2018,12,7864,11
2018,12,39338,35
2018,12,5991,57
2018,12,16815,49
2019,1,9894,11
2019,1,50244,35
2019,1,7895,57
2019,1,16959,49
2019,2,13878,11
2019,2,55096,35
2019,2,9310,57
2019,2,26263,49
2019,3,37106,11
2019,3,141882,35
2019,3,27300,57
2019,3,64117,49
2019,4,14476,11
2019,4,76623,35
2019,4,15531,57
2019,4,31027,49
2019,5,11215,11
2019,5,65038,35
2019,5,14269,57
2019,5,23329,49
2019,6,18080,11
2019,6,109518,35
2019,6,9051,57
2019,6,45892,49
2019,7,48636,11
2019,7,239628,35
2019,7,34004,57
2019,7,83247,49
2019,8,441,11
2019,8,3978,35
2019,8,345,57
2019,8,596,49
2019,9,20146,11
2019,9,89186,35
2019,9,16135,57
2019,9,39531,49
2019,10,10445,11
2019,10,74288,35
2019,10,7750,57
2019,10,13244,49
2019,11,760,11
2019,11,831,35
2019,11,962,57
2019,11,2824,49
2019,12,8076,11
2019,12,40459,35
2019,12,6194,57
2019,12,17342,49
2020,1,10123,11
2020,1,51138,35
2020,1,8064,57
2020,1,17381,49
2020,2,14378,11
2020,2,56821,35
2020,2,9736,57
2020,2,27460,49
2020,3,37570,11
2020,3,144977,35
2020,3,27853,57
2020,3,65566,49
2020,4,14887,11
2020,4,78728,35
2020,4,16013,57
2020,4,32040,49
2020,5,11395,11
2020,5,66355,35
2020,5,14538,57
2020,5,23846,49
2020,6,18619,11
2020,6,112785,35
2020,6,9372,57
2020,6,47485,49
2020,7,49660,11
2020,7,244884,35
2020,7,34961,57
2020,7,85336,49
2020,8,450,11
2020,8,4023,35
2020,8,359,57
2020,8,605,49
2020,9,20506,11
2020,9,90867,35
2020,9,16465,57
2020,9,40526,49
2020,10,10686,11
2020,10,75754,35
2020,10,7956,57
2020,10,13617,49
2020,11,759,11
2020,11,830,35
2020,11,960,57
2020,11,2809,49
2020,12,8271,11
2020,12,41507,35
2020,12,6371,57
2020,12,17837,49
2021,1,10321,11
2021,1,51829,35
2021,1,8188,57
2021,1,17762,49
2021,2,14773,11
2021,2,58066,35
2021,2,10089,57
2021,2,28511,49
2021,3,38142,11
2021,3,147958,35
2021,3,28411,57
2021,3,66831,49
2021,4,15255,11
2021,4,80660,35
2021,4,16431,57
2021,4,33030,49
2021,5,11442,11
2021,5,67252,35
2021,5,14703,57
2021,5,24100,49
2021,6,19225,11
2021,6,116355,35
2021,6,9712,57
2021,6,49425,49
2021,7,50677,11
2021,7,249793,35
2021,7,35794,57
2021,7,87491,49
2021,8,455,11
2021,8,4041,35
2021,8,362,57
2021,8,606,49
2021,9,20795,11
2021,9,92294,35
2021,9,16714,57
2021,9,41412,49
2021,10,10869,11
2021,10,76878,35
2021,10,8135,57
2021,10,13946,49
2021,11,759,11
2021,11,826,35
2021,11,954,57
2021,11,2780,49
2021,12,8461,11
2021,12,42499,35
2021,12,6531,57
2021,12,18331,49
2022,1,10511,11
2022,1,52402,35
2022,1,8294,57
2022,1,18132,49
2022,2,15157,11
2022,2,59186,35
2022,2,10421,57
2022,2,29549,49
2022,3,38678,11
2022,3,150616,35
2022,3,28905,57
2022,3,68059,49
2022,4,15611,11
2022,4,82420,35
2022,4,16813,57
2022,4,34002,49
2022,5,11477,11
2022,5,67994,35
2022,5,14834,57
2022,5,24338,49
2022,6,19820,11
2022,6,119689,35
2022,6,10032,57
2022,6,51339,49
2022,7,51654,11
2022,7,254151,35
2022,7,36546,57
2022,7,89595,49
2022,8,459,11
2022,8,4049,35
2022,8,363,57
2022,8,607,49
2022,9,21064,11
2022,9,93511,35
2022,9,16922,57
2022,9,42272,49
2022,10,11042,11
2022,10,77826,35
2022,10,8293,57
2022,10,14267,49
2022,11,758,11
2022,11,822,35
2022,11,947,57
2022,11,2749,49
2022,12,8642,11
2022,12,43400,35
2022,12,6675,57
2022,12,18813,49
2023,1,10694,11
2023,1,52880,35
2023,1,8386,57
2023,1,18501,49
2023,2,15533,11
2023,2,60206,35
2023,2,10741,57
2023,2,30582,49
2023,3,39185,11
2023,3,153014,35
2023,3,29357,57
2023,3,69272,49
2023,4,15958,11
2023,4,84043,35
2023,4,17172,57
2023,4,34968,49
2023,5,11501,11
2023,5,68615,35
2023,5,14943,57
2023,5,24571,49
2023,6,20405,11
2023,6,122832,35
2023,6,10338,57
2023,6,53246,49
2023,7,52595,11
2023,7,258073,35
2023,7,37250,57
2023,7,91684,49
2023,8,463,11
2023,8,4050,35
2023,8,365,57
2023,8,607,49
2023,9,21318,11
2023,9,94562,35
2023,9,17109,57
2023,9,43122,49
2023,10,11208,11
2023,10,78638,35
2023,10,8439,57
2023,10,14585,49
2023,11,756,11
2023,11,815,35
2023,11,937,57
2023,11,2719,49
2023,12,8819,11
2023,12,44225,35
2023,12,6813,57
2023,12,19293,49
2024,1,10870,11
2024,1,53302,35
2024,1,8468,57
2024,1,18868,49
2024,2,15902,11
2024,2,61163,35
2024,2,11047,57
2024,2,31617,49
2024,3,39669,11
2024,3,155258,35
2024,3,29771,57
2024,3,70488,49
2024,4,16298,11
2024,4,85581,35
2024,4,17509,57
2024,4,35934,49
2024,5,11515,11
2024,5,69161,35
2024,5,15031,57
2024,5,24804,49
2024,6,20983,11
2024,6,125857,35
2024,6,10633,57
2024,6,55158,49
2024,7,53510,11
2024,7,261730,35
2024,7,37904,57
2024,7,93776,49
2024,8,467,11
2024,8,4046,35
2024,8,365,57
2024,8,608,49
2024,9,21561,11
2024,9,95514,35
2024,9,17271,57
2024,9,43978,49
2024,10,11366,11
2024,10,79364,35
2024,10,8576,57
2024,10,14903,49
2024,11,753,11
2024,11,808,35
2024,11,927,57
2024,11,2687,49
2024,12,8993,11
2024,12,45009,35
2024,12,6935,57
2024,12,19777,49
2025,1,11043,11
2025,1,53692,35
2025,1,8538,57
2025,1,19237,49
2025,2,16269,11
2025,2,62088,35
2025,2,11339,57
2025,2,32656,49
2025,3,40134,11
2025,3,157412,35
2025,3,30145,57
2025,3,71708,49
2025,4,16633,11
2025,4,87073,35
2025,4,17826,57
2025,4,36907,49
2025,5,11523,11
2025,5,69666,35
2025,5,15099,57
2025,5,25039,49
2025,6,21558,11
2025,6,128818,35
2025,6,10915,57
2025,6,57076,49
2025,7,54405,11
2025,7,265237,35
2025,7,38509,57
2025,7,95879,49
2025,8,470,11
2025,8,4039,35
2025,8,365,57
2025,8,609,49
2025,9,21792,11
2025,9,96409,35
2025,9,17407,57
2025,9,44833,49
2025,10,11521,11
2025,10,80044,35
2025,10,8702,57
2025,10,15223,49
2025,11,749,11
2025,11,799,35
2025,11,916,57
2025,11,2656,49
2025,12,9161,11
2025,12,45768,35
2025,12,7051,57
2025,12,20259,49
2026,1,11212,11
2026,1,54062,35
2026,1,8598,57
2026,1,19606,49
2026,2,16631,11
2026,2,62993,35
2026,2,11617,57
2026,2,33694,49
2026,3,40587,11
2026,3,159515,35
2026,3,30482,57
2026,3,72925,49
2026,4,16964,11
2026,4,88539,35
2026,4,18118,57
2026,4,37875,49
2026,5,11524,11
2026,5,70146,35
2026,5,15147,57
2026,5,25271,49
2026,6,22131,11
2026,6,131745,35
2026,6,11182,57
2026,6,58992,49
2026,7,55286,11
2026,7,268658,35
2026,7,39066,57
2026,7,97974,49
2026,8,473,11
2026,8,4031,35
2026,8,365,57
2026,8,609,49
2026,9,22015,11
2026,9,97269,35
2026,9,17524,57
2026,9,45689,49
2026,10,11671,11
2026,10,80695,35
2026,10,8816,57
2026,10,15542,49
2026,11,745,11
2026,11,790,35
2026,11,903,57
2026,11,2625,49
2026,12,9329,11
2026,12,46510,35
2026,12,7161,57
2026,12,20741,49
2027,1,11380,11
2027,1,54415,35
2027,1,8647,57
2027,1,19971,49
2027,2,16992,11
2027,2,63877,35
2027,2,11881,57
2027,2,34728,49
2027,3,41029,11
2027,3,161569,35
2027,3,30785,57
2027,3,74129,49
2027,4,17292,11
2027,4,89979,35
2027,4,18390,57
2027,4,38841,49
2027,5,11521,11
2027,5,70603,35
2027,5,15179,57
2027,5,25499,49
2027,6,22702,11
2027,6,134636,35
2027,6,11436,57
2027,6,60902,49
2027,7,56156,11
2027,7,271996,35
2027,7,39577,57
2027,7,100056,49
2027,8,476,11
2027,8,4021,35
2027,8,365,57
2027,8,609,49
2027,9,22233,11
2027,9,98100,35
2027,9,17624,57
2027,9,46538,49
2027,10,11819,11
2027,10,81320,35
2027,10,8920,57
2027,10,15859,49
2027,11,741,11
2027,11,782,35
2027,11,887,57
2027,11,2593,49
2027,12,9496,11
2027,12,47238,35
2027,12,7260,57
2027,12,21221,49
2028,1,11546,11
2028,1,54749,35
2028,1,8688,57
2028,1,20337,49
2028,2,17353,11
2028,2,64742,35
2028,2,12134,57
2028,2,35763,49
2028,3,41463,11
2028,3,163573,35
2028,3,31055,57
2028,3,75332,49
2028,4,17621,11
2028,4,91391,35
2028,4,18641,57
2028,4,39806,49
2028,5,11513,11
2028,5,71035,35
2028,5,15195,57
2028,5,25726,49
2028,6,23273,11
2028,6,137487,35
2028,6,11678,57
2028,6,62813,49
2028,7,57020,11
2028,7,275247,35
2028,7,40048,57
2028,7,102137,49
2028,8,479,11
2028,8,4009,35
2028,8,364,57
2028,8,610,49
2028,9,22448,11
2028,9,98898,35
2028,9,17700,57
2028,9,47386,49
2028,10,11964,11
2028,10,81917,35
2028,10,9015,57
2028,10,16175,49
2028,11,737,11
2028,11,773,35
2028,11,873,57
2028,11,2560,49
2028,12,9660,11
2028,12,47955,35
2028,12,7351,57
2028,12,21698,49
2029,1,11711,11
2029,1,55071,35
2029,1,8721,57
2029,1,20703,49
2029,2,17713,11
2029,2,65594,35
2029,2,12373,57
2029,2,36800,49
2029,3,41892,11
2029,3,165539,35
2029,3,31295,57
2029,3,76542,49
2029,4,17947,11
2029,4,92783,35
2029,4,18875,57
2029,4,40775,49
2029,5,11503,11
2029,5,71450,35
2029,5,15197,57
2029,5,25955,49
2029,6,23846,11
2029,6,140312,35
2029,6,11909,57
2029,6,64731,49
2029,7,57879,11
2029,7,278435,35
2029,7,40480,57
2029,7,104227,49
2029,8,481,11
2029,8,3997,35
2029,8,362,57
2029,8,610,49
2029,9,22656,11
2029,9,99671,35
2029,9,17762,57
2029,9,48237,49
2029,10,12109,11
2029,10,82495,35
2029,10,9100,57
2029,10,16493,49
2029,11,732,11
2029,11,763,35
2029,11,858,57
2029,11,2527,49
2029,12,9826,11
2029,12,48658,35
2029,12,7438,57
2029,12,22181,49
2030,1,11875,11
2030,1,55381,35
2030,1,8747,57
2030,1,21072,49
2030,2,18072,11
2030,2,66434,35
2030,2,12602,57
2030,2,37846,49
2030,3,42315,11
2030,3,167477,35
2030,3,31510,57
2030,3,77763,49
2030,4,18274,11
2030,4,94160,35
2030,4,19094,57
2030,4,41750,49
2030,5,11489,11
2030,5,71853,35
2030,5,15188,57
2030,5,26187,49
2030,6,24420,11
2030,6,143117,35
2030,6,12129,57
2030,6,66662,49
2030,7,58734,11
2030,7,281578,35
2030,7,40877,57
2030,7,106335,49
2030,8,484,11
2030,8,3984,35
2030,8,361,57
2030,8,610,49
2030,9,22863,11
2030,9,100428,35
2030,9,17812,57
2030,9,49098,49
2030,10,12252,11
2030,10,83058,35
2030,10,9179,57
2030,10,16814,49
2030,11,728,11
2030,11,754,35
2030,11,841,57
2030,11,2495,49
2030,12,9988,11
2030,12,49357,35
2030,12,7515,57
2030,12,22667,49
2031,1,12043,11
2031,1,55717,35
2031,1,8774,57
2031,1,21468,49
2031,2,18382,11
2031,2,67025,35
2031,2,12789,57
2031,2,38801,49
2031,3,42767,11
2031,3,169467,35
2031,3,31737,57
2031,3,78926,49
2031,4,18556,11
2031,4,95332,35
2031,4,19260,57
2031,4,42668,49
2031,5,11462,11
2031,5,72020,35
2031,5,15128,57
2031,5,26293,49
2031,6,25072,11
2031,6,146484,35
2031,6,12401,57
2031,6,69019,49
2031,7,59568,11
2031,7,284725,35
2031,7,41255,57
2031,7,108448,49
2031,8,484,11
2031,8,3958,35
2031,8,357,57
2031,8,607,49
2031,9,23079,11
2031,9,101273,35
2031,9,17864,57
2031,9,49974,49
2031,10,12375,11
2031,10,83433,35
2031,10,9230,57
2031,10,17082,49
2031,11,724,11
2031,11,746,35
2031,11,827,57
2031,11,2465,49
2031,12,10156,11
2031,12,50075,35
2031,12,7593,57
2031,12,23179,49
2032,1,12211,11
2032,1,56044,35
2032,1,8797,57
2032,1,21867,49
2032,2,18690,11
2032,2,67606,35
2032,2,12967,57
2032,2,39767,49
2032,3,43210,11
2032,3,171438,35
2032,3,31945,57
2032,3,80111,49
2032,4,18836,11
2032,4,96493,35
2032,4,19414,57
2032,4,43597,49
2032,5,11432,11
2032,5,72174,35
2032,5,15060,57
2032,5,26406,49
2032,6,25724,11
2032,6,149844,35
2032,6,12663,57
2032,6,71397,49
2032,7,60394,11
2032,7,287839,35
2032,7,41605,57
2032,7,110594,49
2032,8,484,11
2032,8,3932,35
2032,8,353,57
2032,8,602,49
2032,9,23290,11
2032,9,102109,35
2032,9,17907,57
2032,9,50867,49
2032,10,12496,11
2032,10,83794,35
2032,10,9277,57
2032,10,17356,49
2032,11,720,11
2032,11,738,35
2032,11,813,57
2032,11,2436,49
2032,12,10318,11
2032,12,50791,35
2032,12,7665,57
2032,12,23697,49
2033,1,12376,11
2033,1,56364,35
2033,1,8815,57
2033,1,22275,49
2033,2,18994,11
2033,2,68179,35
2033,2,13139,57
2033,2,40745,49
2033,3,43644,11
2033,3,173386,35
2033,3,32134,57
2033,3,81322,49
2033,4,19113,11
2033,4,97642,35
2033,4,19557,57
2033,4,44539,49
2033,5,11398,11
2033,5,72315,35
2033,5,14984,57
2033,5,26528,49
2033,6,26375,11
2033,6,153194,35
2033,6,12918,57
2033,6,73796,49
2033,7,61209,11
2033,7,290916,35
2033,7,41931,57
2033,7,112772,49
2033,8,484,11
2033,8,3904,35
2033,8,348,57
2033,8,598,49
2033,9,23495,11
2033,9,102931,35
2033,9,17941,57
2033,9,51777,49
2033,10,12614,11
2033,10,84140,35
2033,10,9318,57
2033,10,17634,49
2033,11,717,11
2033,11,731,35
2033,11,799,57
2033,11,2407,49
2033,12,10480,11
2033,12,51500,35
2033,12,7735,57
2033,12,24223,49
2034,1,12539,11
2034,1,56674,35
2034,1,8830,57
2034,1,22689,49
2034,2,19297,11
2034,2,68742,35
2034,2,13302,57
2034,2,41736,49
2034,3,44069,11
2034,3,175310,35
2034,3,32309,57
2034,3,82556,49
2034,4,19386,11
2034,4,98778,35
2034,4,19691,57
2034,4,45495,49
2034,5,11359,11
2034,5,72442,35
2034,5,14905,57
2034,5,26658,49
2034,6,27025,11
2034,6,156531,35
2034,6,13164,57
2034,6,76218,49
2034,7,62014,11
2034,7,293950,35
2034,7,42237,57
2034,7,114986,49
2034,8,484,11
2034,8,3876,35
2034,8,344,57
2034,8,595,49
2034,9,23695,11
2034,9,103732,35
2034,9,17970,57
2034,9,52701,49
2034,10,12729,11
2034,10,84472,35
2034,10,9354,57
2034,10,17918,49
2034,11,713,11
2034,11,722,35
2034,11,784,57
2034,11,2379,49
2034,12,10642,11
2034,12,52203,35
2034,12,7798,57
2034,12,24757,49
2035,1,12700,11
2035,1,56973,35
2035,1,8842,57
2035,1,23109,49
2035,2,19596,11
2035,2,69293,35
2035,2,13458,57
2035,2,42739,49
2035,3,44487,11
2035,3,177209,35
2035,3,32471,57
2035,3,83814,49
2035,4,19658,11
2035,4,99899,35
2035,4,19816,57
2035,4,46464,49
2035,5,11317,11
2035,5,72556,35
2035,5,14822,57
2035,5,26795,49
2035,6,27675,11
2035,6,159853,35
2035,6,13402,57
2035,6,78663,49
2035,7,62808,11
2035,7,296941,35
2035,7,42527,57
2035,7,117233,49
2035,8,484,11
2035,8,3846,35
2035,8,340,57
2035,8,591,49
2035,9,23891,11
2035,9,104519,35
2035,9,17990,57
2035,9,53639,49
2035,10,12842,11
2035,10,84790,35
2035,10,9388,57
2035,10,18207,49
2035,11,709,11
2035,11,714,35
2035,11,770,57
2035,11,2351,49
2035,12,10800,11
2035,12,52898,35
2035,12,7856,57
2035,12,25301,49
2036,1,12860,11
2036,1,57262,35
2036,1,8850,57
2036,1,23535,49
2036,2,19894,11
2036,2,69834,35
2036,2,13609,57
2036,2,43753,49
2036,3,44896,11
2036,3,179082,35
2036,3,32622,57
2036,3,85093,49
2036,4,19926,11
2036,4,101007,35
2036,4,19935,57
2036,4,47445,49
2036,5,11271,11
2036,5,72656,35
2036,5,14736,57
2036,5,26938,49
2036,6,28322,11
2036,6,163160,35
2036,6,13633,57
2036,6,81127,49
2036,7,63595,11
2036,7,299887,35
2036,7,42799,57
2036,7,119506,49
2036,8,483,11
2036,8,3816,35
2036,8,335,57
2036,8,588,49
2036,9,24083,11
2036,9,105291,35
2036,9,18006,57
2036,9,54591,49
2036,10,12952,11
2036,10,85092,35
2036,10,9419,57
2036,10,18501,49
2036,11,704,11
2036,11,706,35
2036,11,756,57
2036,11,2325,49
2036,12,10960,11
2036,12,53586,35
2036,12,7913,57
2036,12,25846,49
2037,1,13017,11
2037,1,57544,35
2037,1,8858,57
2037,1,23966,49
2037,2,20189,11
2037,2,70363,35
2037,2,13754,57
2037,2,44777,49
2037,3,45298,11
2037,3,180930,35
2037,3,32762,57
2037,3,86388,49
2037,4,20192,11
2037,4,102099,35
2037,4,20046,57
2037,4,48436,49
2037,5,11223,11
2037,5,72744,35
2037,5,14648,57
2037,5,27086,49
2037,6,28969,11
2037,6,166449,35
2037,6,13858,57
2037,6,83611,49
2037,7,64374,11
2037,7,302790,35
2037,7,43059,57
2037,7,121806,49
2037,8,483,11
2037,8,3785,35
2037,8,331,57
2037,8,585,49
2037,9,24270,11
2037,9,106042,35
2037,9,18016,57
2037,9,55553,49
2037,10,13061,11
2037,10,85380,35
2037,10,9446,57
2037,10,18798,49
2037,11,700,11
2037,11,697,35
2037,11,741,57
2037,11,2298,49
2037,12,11115,11
2037,12,54269,35
2037,12,7970,57
2037,12,26400,49
2038,1,13174,11
2038,1,57815,35
2038,1,8861,57
2038,1,24403,49
2038,2,20482,11
2038,2,70883,35
2038,2,13896,57
2038,2,45810,49
2038,3,45694,11
2038,3,182750,35
2038,3,32896,57
2038,3,87704,49
2038,4,20456,11
2038,4,103177,35
2038,4,20153,57
2038,4,49438,49
2038,5,11171,11
2038,5,72818,35
2038,5,14559,57
2038,5,27240,49
2038,6,29615,11
2038,6,169720,35
2038,6,14078,57
2038,6,86116,49
2038,7,65145,11
2038,7,305650,35
2038,7,43307,57
2038,7,124134,49
2038,8,482,11
2038,8,3754,35
2038,8,327,57
2038,8,581,49
2038,9,24455,11
2038,9,106779,35
2038,9,18023,57
2038,9,56531,49
2038,10,13167,11
2038,10,85652,35
2038,10,9473,57
2038,10,19100,49
2038,11,694,11
2038,11,689,35
2038,11,725,57
2038,11,2272,49
2038,12,11271,11
2038,12,54945,35
2038,12,8024,57
2038,12,26958,49
2039,1,13328,11
2039,1,58077,35
2039,1,8865,57
2039,1,24845,49
2039,2,20774,11
2039,2,71392,35
2039,2,14033,57
2039,2,46856,49
2039,3,46083,11
2039,3,184546,35
2039,3,33024,57
2039,3,89038,49
2039,4,20718,11
2039,4,104242,35
2039,4,20255,57
2039,4,50452,49
2039,5,11117,11
2039,5,72880,35
2039,5,14469,57
2039,5,27399,49
2039,6,30261,11
