parcel_id,GRIDID
572037,20389
571412,20221
571372,20222
599125,20224
728821,26020
571961,20057
598673,20224
742737,20225
571990,20223
637764,19731
637782,19731
639246,19397
696802,19564
696872,19563
617589,19565
742789,19729
742826,19729
742831,19729
639215,19397
753011,19233
599542,19066
742251,19731
639222,19397
628119,18736
642345,19069
643016,18902
700225,19888
711588,19887
598241,19720
598165,19556
599297,19562
599230,19893
599218,19727
711430,19727
731784,16247
640549,16412
640544,16412
752176,16248
600339,16913
640899,16246
705858,16410
705857,16410
721415,15577
637375,15411
741792,15577
721195,15577
721702,15577
730850,15577
696058,15578
743041,15412
721420,15578
742868,15412
573300,16747
573075,16581
599893,17080
697323,16913
729926,16414
729925,16414
600316,16083
572653,16248
572626,16249
600307,16083
604490,16084
599674,17080
599901,16914
600343,16914
733506,17247
668597,17082
658295,17578
714779,17415
714165,17745
713638,17082
713338,16750
600503,16584
601086,16752
601032,16586
600451,16585
600546,16585
600548,16585
601174,16588
601180,16588
601191,16588
600472,16588
620877,16088
601244,16090
620799,16089
601268,16090
622435,15760
659626,16092
728855,16092
659866,16092
694126,16423
711345,16258
601193,16257
713776,16425
709288,16426
603802,15761
744201,15928
706118,15434
658774,15429
658373,15429
705637,15433
659259,15596
662203,15597
600649,16418
572710,16250
572806,16416
572748,16252
692301,16419
604777,15921
604711,15921
604718,15920
615217,16086
615216,16086
604628,15919
604706,16085
623188,16086
620919,16088
654975,15922
604820,15920
721214,15754
745327,26022
728804,26021
710462,26186
689400,25857
733515,25857
689424,26022
617047,13586
575489,13585
575185,13584
575500,13585
670876,13586
575111,13419
679877,12423
679918,12423
728196,12422
719609,12587
679883,12423
710958,12092
729902,12093
650521,12258
730610,11926
642091,12425
695426,11927
573880,12918
606751,13089
575383,13747
575611,13747
574962,13581
575351,13580
575080,13581
575306,13581
574931,13414
574200,13083
574260,13248
602805,13082
602771,13248
713838,13245
713180,13080
574652,13415
713131,13080
574128,13249
705663,12582
748696,12748
746798,12913
746881,12913
618892,9578
610166,9411
577774,9411
577898,9579
680310,9249
610138,9742
610362,9421
610193,9743
576901,9077
576909,9076
576936,9075
576950,9075
695812,7747
743981,8082
577293,8415
611315,8248
696580,7918
656214,8417
577631,8915
577664,9081
624488,8914
576793,8915
610985,8916
631965,8251
576703,8749
577343,8413
692778,21887
633951,7912
702790,7912
611489,7913
702785,8078
681593,7746
633487,7912
681020,7746
611393,8242
647717,8077
626996,8079
699463,25438
643515,25267
643225,25267
697528,25435
697559,25269
619530,25264
619489,25100
722478,25102
698246,25434
698249,25434
698691,25436
698697,25270
673168,24938
646757,25107
681168,24938
645036,24939
689375,20884
644997,25105
644959,24940
645024,24940
699444,25438
720277,22386
596231,22220
673226,22220
621486,21557
706558,21887
596216,22385
689178,21722
721153,22385
596807,21721
596714,21553
629423,21387
622812,20891
622828,20891
622846,20891
622765,20891
648734,20891
649225,21058
648691,20891
649217,21057
648756,21057
648680,20891
629618,21051
629750,21383
597174,21217
572355,21052
710167,21221
673745,21055
598820,21221
572327,21051
693650,21051
676566,20888
701181,20889
598793,20889
714259,21054
571678,20554
571727,20720
571703,20719
693848,21381
735464,21382
685668,21215
689360,20884
710288,25854
589974,25689
589934,25690
655328,26521
655340,26521
655331,26521
656388,26520
657928,26354
656254,26520
686271,26189
629311,21220
675838,20713
597122,20877
570707,20713
675296,20712
597433,20878
570980,20880
571265,20547
667828,20547
692872,21374
595301,21543
595323,21377
709934,26524
629231,25366
591284,25530
742006,25532
741418,25532
692889,21375
660402,21373
594465,21869
695683,21373
695049,21208
695051,21208
649834,21539
664436,21373
594984,21706
703909,21545
678223,21709
654581,21542
641516,21542
616021,22041
616195,21875
649996,22039
664703,21709
620731,21544
628226,21043
628168,21209
718802,21545
704345,21210
654742,21377
727831,21211
676132,21710
595355,21378
620725,21710
620723,21710
734662,23352
592251,24013
592234,24015
752029,24010
751977,24508
751973,24342
674631,23848
674567,23515
625593,24848
674610,23515
590434,25512
731204,25346
709470,23354
623548,25181
591654,24682
591647,24516
668242,23021
693442,23518
752971,23684
718691,25513
722741,25347
745689,26173
646925,26174
653066,23351
675117,23517
653070,23351
653058,23351
592383,23352
592239,24346
674597,23515
635066,22859
634822,22858
594345,22199
634623,22859
634833,22859
687225,22859
633433,23025
679623,21202
712614,21367
703645,21368
703592,21202
653301,21700
655563,21204
675147,22197
656118,21205
656152,21206
656151,21205
678269,20708
704231,20706
699843,20703
704015,20706
703912,20540
701431,20708
701400,20708
704679,20704
672722,20871
617389,20872
730512,20873
730722,20873
730181,21039
670144,20874
749372,20379
734730,20380
694809,20213
643982,24608
643421,24772
645220,24607
643330,24772
664372,24768
738931,25262
643411,24772
643368,24772
644239,24440
644467,24441
646950,24603
634690,28099
695982,27937
720605,27937
696425,27771
669343,27273
716502,27936
737739,27935
669171,27604
648650,27771
648662,27771
669149,27605
750581,27775
751394,27942
749549,27775
747608,27940
645473,28599
645607,28599
737419,29600
746420,28599
737493,28440
716891,26787
716843,26954
717305,26787
624144,26951
624092,26784
716902,26789
625287,26619
666855,26126
623415,26952
714445,27121
714444,27121
715721,26955
713485,27288
716968,26294
716711,26295
749916,25964
749934,25964
738315,26296
716690,26459
667724,29480
585356,29149
709559,29315
709565,29315
633881,29314
702602,29313
697272,31446
697248,31612
698638,31446
698649,31446
697493,31613
652077,31115
652084,31115
695503,31112
619848,30948
665135,31113
665107,31113
696719,31112
696270,31112
750217,30605
673477,28297
662943,30935
659131,30771
660070,31102
659129,30770
751259,30436
751258,30436
640003,30605
661101,30603
661240,30603
659153,30770
659101,30770
749701,29944
660736,30437
744122,28963
673827,28798
618964,30104
660518,30273
663562,30440
661629,30440
660819,30271
659221,30439
660723,30437
660726,30437
737189,30611
654182,30110
654125,30110
640637,29113
745352,29779
667052,29612
666525,29613
666651,29446
665470,29617
666449,29448
665784,29451
666470,29448
666792,29282
673110,28298
673287,28298
687631,28464
687358,28298
661086,29291
584555,28460
673240,28297
753024,28956
635894,29129
619340,28629
687650,28464
748216,28632
748213,28632
639826,29129
635862,29294
635875,29294
674499,28962
673989,28963
674998,29130
635838,29294
674985,29296
644540,28314
584867,28642
584766,29136
679982,28644
679726,28976
584883,28644
619193,28318
700946,28636
700951,28802
746517,28637
585144,28152
670745,28480
617023,28646
670356,28646
617022,28646
749598,28803
690312,26667
743368,28647
752488,28471
749834,25298
726247,25132
726462,24968
726601,24967
726400,24967
665249,25796
664712,25796
666628,25959
749071,25632
723208,25632
665334,25630
748761,25299
748746,25133
752575,25630
725324,25135
726205,25134
726308,25134
746930,25632
665346,25630
738440,25129
625029,33959
623883,33461
624172,33628
746373,34126
617431,34127
658061,33471
567015,33966
566211,33800
566998,33800
580182,33634
614333,33473
615648,33804
725386,32643
581326,32643
694850,32970
654572,32640
659562,32972
653042,32636
637638,30157
687168,31146
671771,31313
673318,31311
673758,31478
720120,31147
673327,31311
729934,29166
728525,29167
728514,29167
731192,29167
731143,29333
729971,29167
681726,29166
617781,34131
735521,34297
579748,35293
580852,34469
685125,34303
691964,34302
730939,34137
683277,34303
580842,34800
580846,34965
741893,33103
660673,33105
660372,32940
741888,33103
741509,33270
646209,33437
733874,33767
725633,33107
660021,33106
725978,32941
660443,33106
660262,32940
742078,33271
736409,33762
734048,33438
733699,33437
722599,33273
645815,33768
722609,33274
722610,33274
734242,33439
741654,33270
733965,33933
733982,33767
733410,33438
734257,33272
725631,33107
680438,30651
586190,30157
699119,30486
624454,30319
697145,32113
580386,31946
580375,32113
733614,32112
732908,32113
732966,32113
732960,32113
733612,32112
733371,32112
734095,32278
682218,32114
682217,32114
700247,31951
700213,31951
580479,31949
648854,32118
643994,31952
744408,32452
675605,32451
734861,32285
722125,32281
653262,32448
648187,32118
648422,32118
648905,32115
580435,32446
684958,32447
642610,31454
642614,31620
703703,31785
657795,29330
747542,29163
587084,29163
720415,29492
733116,29659
703159,29326
629532,29326
721167,29990
631803,29493
629664,29493
720391,29985
720420,29985
720368,29984
720348,29818
647498,29488
703627,29986
618663,29486
687009,32121
686731,31955
700733,31622
744973,32453
744405,32452
745005,32453
744214,32453
744914,32287
736358,32124
736285,32123
736216,31957
623217,32123
640283,32457
625613,32289
683105,34449
736364,31958
751652,35611
691500,35112
646403,34946
645320,34947
625251,34290
625248,34456
682806,34116
579800,34775
645338,35114
682740,34281
646057,34782
645448,35114
645951,34450
639683,33127
639686,33127
640072,33126
639679,33127
639719,33126
580635,32625
580626,32126
637016,31961
636309,31795
637525,32128
637524,32128
636338,31962
679640,31466
744558,32302
679514,31634
635980,31797
635969,31797
638235,32299
617177,31969
708358,31967
640850,32299
695303,32134
694643,32135
580723,32137
745019,32302
615872,31972
680347,31806
680334,31640
615933,32472
580720,32137
658096,31971
615881,32139
656355,31973
656103,31641
656108,31806
662815,32470
614893,32472
632592,32304
630701,31646
633044,32304
742274,31304
621857,31469
581538,31469
702077,31636
581585,31138
636025,31137
630827,31811
648234,31644
733089,31809
648141,31645
704169,31814
665883,31647
630819,31811
665843,31646
665177,31648
636466,32311
636830,32312
743655,32312
665862,31813
626647,31481
636183,32146
626630,31647
742551,32312
743694,32312
637288,31981
636498,31981
637179,31815
605816,14766
665039,14932
691206,15098
679688,15097
605965,14935
679828,15098
603949,15267
677238,14600
717865,15099
735138,13922
735136,13922
671321,13587
623663,13588
731868,13588
640122,13421
623680,13588
640115,13421
606509,13754
605349,14755
732560,13921
730367,15091
716761,14591
658557,14757
715987,14757
675334,13425
661217,13929
716041,14590
682162,14758
683706,14758
605411,14925
661204,13762
606482,13588
725234,13422
619713,14095
617277,14095
662142,13928
749396,13257
646292,12429
685205,12763
685152,12927
606847,12926
684448,12927
684766,12926
717954,12102
746156,12102
749132,12101
607136,12267
705614,12927
751808,13091
749393,13257
683770,13092
753172,13258
696018,14273
643300,13938
606181,14270
658141,14268
605825,14601
685982,25185
605765,14599
713689,13606
632694,12261
680928,12261
633058,12095
698601,11764
681779,11766
698613,11765
681356,11931
698510,11930
607439,11432
681765,11766
648027,11772
690327,11936
690545,11769
690553,11770
603022,12411
705518,12415
705537,12414
706355,12580
701027,12251
649535,24852
649534,24852
590572,25183
647405,25183
700854,11920
705783,12416
602904,12083
609541,10424
602903,12248
609152,10596
609081,10096
689900,11272
689902,11272
603672,11257
607491,11104
671891,8760
610907,8926
720237,8760
577970,9424
662538,25017
678590,9083
610287,8922
720445,8594
611058,8921
578091,9429
750373,9762
577909,9429
578340,9760
578336,9760
578038,9595
578145,9593
578240,9593
610396,9595
706271,10094
578410,9927
648981,9264
711441,9096
680059,8928
636909,8929
643785,5250
691419,4253
691739,4753
612755,4752
646362,5084
718346,4417
701697,4583
744498,4250
714338,4585
638704,4419
613304,2749
718411,7750
635914,7750
695802,7916
699642,7751
639477,7582
716477,7583
612284,6251
636013,7749
612126,7082
611601,7586
708398,7434
674517,7435
706630,7101
611983,6767
689934,6932
665358,7267
644064,7102
611933,6935
629452,25184
727911,25184
649620,25017
620359,25019
590656,25188
706655,7102
612035,7096
711281,7593
744920,7765
646465,7929
645884,7764
641000,7931
611869,7103
708486,7433
673201,7768
724342,6941
683319,6940
721456,6610
721627,6277
721913,6607
691891,11107
689440,7275
728095,7276
689217,11106
667680,25187
719149,6944
689736,7771
691687,11107
650716,7278
610834,8768
746075,8768
662823,8599
661710,8600
601343,14888
602346,13550
602412,13228
603450,12392
622392,13390
602135,13391
602192,13727
601354,14574
647463,16072
625746,16071
602589,13071
602430,13234
600017,17401
603120,12406
601663,14576
619652,12903
603241,12399
601849,14567
706308,8073
706402,8074
669416,5079
705742,8073
608495,6742
609992,9405
695113,9071
608261,8729
611378,8740
691813,5080
634288,5249
609026,5414
578936,5081
578935,5247
623538,5412
578820,5077
750704,4240
726133,3741
740746,3219
578830,3386
639305,30145
639300,30145
699898,30641
583274,30310
626864,29816
721615,29818
721677,29652
586498,29984
685572,29649
685574,29649
685577,29649
702268,30147
583651,30146
568352,29978
568171,29646
678274,29814
626879,29647
583390,29647
621094,29647
626893,29647
691469,29977
618283,5575
634042,5574
690630,5576
617963,5578
617917,5578
579130,5409
618249,5577
599498,17903
599776,17904
634302,23541
650216,22878
595983,23376
688747,22879
705422,23375
635720,23541
590778,25356
656516,25355
649305,25521
595956,23210
650266,23212
641408,23212
641375,23045
629207,23045
650182,23044
743813,15914
668738,15413
735082,16080
666028,15415
605048,15582
604348,15254
698934,16080
604752,16077
668614,15247
666026,15415
680585,29426
686934,29916
680580,29427
680613,29422
667804,25187
620170,24853
687693,25021
751806,10257
686223,25021
620297,25019
667324,25186
669666,24852
622331,24520
650449,24519
669694,24686
669725,24686
749274,29431
588861,27011
588831,26846
648927,24860
647092,23694
683054,24029
678153,19387
572458,16584
586456,29655
608571,6728
732806,31289
731848,31454
675095,28985
745508,30133
707995,30139
667126,29476
567912,29477
583835,29801
656886,30802
656687,26520
744773,28493
656008,24700
745558,23867
695206,27172
745137,27331
667851,26686
676492,25357
715287,26012
616044,25519
729746,25848
692847,26351
640892,16246
668304,13585
627168,8079
688347,21888
631362,21218
626017,21210
731163,25347
701382,20707
751707,24604
669132,27605
750589,27776
688068,29432
706177,28432
749939,25964
610532,9094
698358,31446
737310,29618
623452,29290
682016,28645
686093,31315
662623,34963
741503,33270
660151,33105
735634,29661
653947,32288
581303,31810
606149,13588
606515,14087
717080,11603
608522,6570
626892,29647
666314,15416
610547,9094
715814,7081
637688,30821
580488,32446
615067,30630
711322,26688
597850,20372
648127,26506
668886,23861
640594,16412
568493,28000
586809,29158
705551,12415
727280,29475
714513,27456
618294,33299
673216,26508
604306,15428
732154,12749
752229,12584
731947,12915
579594,22426
738720,26073
579541,22093
579101,22425
738799,26403
668472,32768
679232,9094
672589,9093
603496,11062
603502,11063
608815,6063
691202,7057
732793,30788
662331,30299
618209,29306
583893,29972
567426,29147
694428,27676
694337,27183
587660,27678
631608,26853
585039,28981
672017,28502
742409,28493
650690,31118
638056,24200
719510,22210
595999,23874
723698,23709
708449,24376
708331,24210
718289,24210
708419,24210
597793,20537
569553,20220
654325,16919
603661,15758
709316,16260
709320,16259
601681,13580
610122,9410
577514,8580
696235,7748
611243,8419
594691,22693
712596,29272
737559,28774
605961,14769
592087,24853
737125,30108
737660,28284
584568,28624
585786,28292
663544,28148
585773,27975
585742,27980
699354,13441
585778,28305
713247,33470
581183,32971
635744,30656
635310,30159
637442,30986
686324,31148
580821,35136
592146,24687
699010,24354
670649,24520
687991,24684
579847,33603
580406,32445
741593,33271
580395,32276
625632,32454
611944,6932
615686,7760
674520,7435
631464,24359
723255,24525
680331,31639
630721,31645
615961,32473
636258,31978
665241,31648
665268,31648
605963,14769
724651,6610
703983,7937
735616,13884
601381,13734
602123,13899
601529,15885
608176,9391
740809,3220
627767,30147
666272,15249
739288,25899
581025,34470
581230,33474
599595,19069
587089,29166
691326,23038
580706,32133
581315,32143
595472,21712
596966,20875
737764,28273
742882,31610
652510,31963
599968,17074
706949,29813
566101,29795
566110,29961
709323,30793
708556,30792
708555,30792
568398,29975
568261,29810
713104,29807
583920,29808
668018,29974
668044,30139
638444,28999
634600,28834
587120,29000
569468,28832
569547,28997
677620,29000
728586,29001
675638,29001
678542,29001
677583,29001
731061,28007
647809,28008
728841,27843
706535,28009
706545,28008
692587,28994
586881,28661
626964,28995
691165,26510
615696,26345
675492,26678
729221,26677
717212,26676
588524,27340
663034,26676
588698,27174
588784,27008
588561,27176
720755,26846
588824,26680
588833,26847
728568,25847
719615,26014
631116,25846
676006,25848
675999,25848
631109,26012
590331,26012
721894,26179
686601,26348
620391,26348
669063,26180
590098,26182
734646,26019
644130,25687
651046,26019
729349,26019
686246,26019
685962,26019
688914,25529
591235,25363
713750,25694
688995,25695
641650,25362
568404,25189
647615,25022
568426,25188
664804,24523
671470,24357
692466,24687
591897,24687
702611,24522
627063,25025
687644,25193
741379,25192
701557,25191
723801,25025
649341,24860
701611,25192
649337,24860
720205,25030
591178,25029
692116,24862
729258,24029
626037,24196
591135,24031
626089,24196
621704,24195
701786,24196
701789,24196
621870,23869
675652,23868
706256,23538
593615,23537
697689,23869
693981,23869
641466,23702
628370,23536
669638,23693
657713,23859
657654,23859
630605,23857
723679,23689
723681,23855
668324,23856
637921,23690
628442,23689
635012,23854
634845,23688
591810,24023
591605,24356
592015,24020
702251,24023
701268,24188
701276,24188
592175,24023
702893,24022
728464,24021
728415,24021
704004,24188
703958,24188
668142,23694
710686,23695
592829,23529
712262,23696
720841,24358
629768,24358
707796,24028
591996,24027
693625,24194
693331,24194
616729,24360
683834,24029
683995,24029
693257,24193
693268,24192
630151,24192
678732,23531
678726,23531
709728,23697
702823,23697
592933,23033
592988,23532
622234,23366
641775,23366
719989,23366
649489,23366
692975,23199
621690,23200
594074,22702
692825,22702
676157,22702
620006,22700
724981,24537
724849,24537
685816,21547
709560,22044
647185,21056
735722,21056
643701,21054
643709,21054
693763,20887
572254,20887
689923,20888
634555,20887
572152,20555
572215,20721
597304,21043
731716,21043
702022,21045
647213,21705
686240,21871
651549,21871
629428,21871
702005,22037
632034,23521
632033,23521
632480,23521
632498,23521
632482,23687
633537,23686
698758,23189
632355,20541
597956,20378
652239,20211
670496,20377
718270,20212
701139,20211
701138,20211
676941,20543
657403,20378
632822,20375
669795,20377
678040,19387
677973,19553
597999,20382
647945,20381
647973,20381
571452,20387
571470,20388
571539,20387
598899,20557
598947,20557
735863,20392
735866,20392
598129,20392
599107,20391
653457,16744
652942,16743
653459,16578
640757,16745
640745,16745
653490,16579
653543,16741
684775,16575
682952,16909
662384,16744
640481,16745
662370,16744
573172,16582
573199,16583
573013,16749
573374,16748
628336,15756
711721,15591
709375,15425
709382,15425
638556,15592
662986,15591
604081,15756
638530,15425
719997,15428
600914,16256
600827,16420
744298,16421
652703,16422
600891,16421
671070,16421
600847,16420
574083,13086
574480,13252
574460,13252
574176,13084
574173,13084
574418,13251
574502,13251
574508,13251
679291,12759
679581,12759
677144,12593
677663,12759
677163,12592
677230,12592
602834,12585
602837,12585
734959,12419
714421,12916
732157,12749
680684,8585
642053,8585
750626,8917
610226,8917
611205,8918
671969,8917
695331,9082
576563,8745
680399,8908
680448,8908
611273,8741
681996,8909
718286,8908
635423,27766
715163,28265
715250,28264
698858,27766
661459,27930
714889,28265
732276,28266
732285,28432
668805,28597
633632,29092
648436,28598
618510,29096
668820,28597
668778,28596
668774,28597
668392,28597
751124,29096
734483,29257
734485,29257
734790,28432
633225,28429
676749,28651
567023,28982
567148,28982
651332,28484
585274,28650
651468,28815
579464,26238
579465,26238
738802,25906
579460,26073
579421,25905
739245,21426
579425,25905
738167,29221
738794,26570
739180,22755
748510,31776
721259,31940
742475,31446
742474,31445
736641,32932
751332,31610
751339,31775
751302,31610
721328,31774
743943,31444
668905,32768
722852,32602
722789,32769
639276,32769
696529,32933
696513,32933
696494,32934
701231,28982
639611,32770
668494,32768
668863,32933
668455,32768
668518,32934
668531,32768
668507,32934
668453,32768
